;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;78,5;319,568055621459;67,5;83;
;C02;SYBR;IL-10;Unkn;MouseCaecum2;79;304,130027180151;74;82,5;
;C03;SYBR;IL-12;Unkn;MouseCaecum2;79,5;248,910403437201;67,5;82,5;
;C04;SYBR;IL-6;Unkn;MouseCaecum2;75,5;311,175950227868;67,5;82;
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;75;212,55522194196;67,5;86;
;C06;SYBR;STAT6;Unkn;MouseCaecum2;82,5;294,616319634801;68,5;90;
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;319,421267012526;68;87,5;
;C08;SYBR;Ppia;Unkn;MouseCaecum2;82;316,702095743688;70;88;
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;287,857259824144;68;86,5;
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79,5;248,70597019023;69,5;85,5;
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;78,5;311,955684115489;67,5;84;
;D02;SYBR;IL-10;Unkn;MouseCaecum2;79;241,589020178763;72;83;
;D03;SYBR;IL-12;Unkn;MouseCaecum2;79;187,826935081689;67,5;82,5;
;D04;SYBR;IL-6;Unkn;MouseCaecum2;75;343,508510682328;67,5;80;
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;75;283,720186861462;67,5;82,5;
;D06;SYBR;STAT6;Unkn;MouseCaecum2;82;319,923308757976;77;90,5;
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;353,804554911657;68,5;86;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;82,5;301,204852924752;70;88;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;245,5796755062;70,5;89,5;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79,5;180,220148593252;69,5;83,5;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;78,5;415,771232625419;67,5;89;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;79;443,026922065604;67,5;85,5;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;79,5;323,914816627748;67,5;82,5;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;75;374,158491266382;67,5;87,5;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;79;485,393382910864;67,5;91;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;82;390,320878941779;74,5;89,5;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;388,520823016791;76;88;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;82,5;304,584224764902;77;88,5;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82,5;231,158737750392;71;89,5;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;179,49062530257;72;88;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;79;427,086730057795;67,5;85;
;F02;SYBR;IL-10;Unkn;MouseCaecum3;79;440,705042332188;74;82,5;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;79,5;326,402674680507;67,5;82,5;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;75;380,161697698716;67,5;82,5;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;79;474,298384698348;67,5;86;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;82;391,575439233953;67,5;90;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;429,164338548012;77,5;88,5;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;82,5;324,676734546013;70,5;88;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82,5;235,940000832562;72,5;91;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;184,29210003228;73;86;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;78,5;449,607207578389;73;83,5;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;None;None;None;None;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;78;169,966754955306;71,5;85,5;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;74,5;380,345259272909;67,5;79;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;72;206,760879837382;67,5;78,5;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;81,5;418,566982065239;74;90;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;336,373725554588;69;88,5;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;82;288,424075061961;68,5;86,5;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;None;None;None;None;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;80;201,362358830847;73;84,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;78;431,59730720167;67,5;83,5;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;None;None;None;None;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;None;None;None;None;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;75,5;411,601708975573;67,5;81,5;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;74;320,781419890459;67,5;80;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;81,5;385,884825525458;67,5;89;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;301,443356576606;67,5;88;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;81,5;298,24247977006;67,5;87,5;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;181,502848785092;75;89;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;229,631266446305;74;84;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
