;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;25,6442580702764;n. def.
;A02;SYBR;IL-10;Unkn;MouseCaecum1;28,6242144536164;n. def.
;A03;SYBR;IL-12;Unkn;MouseCaecum1;30,7191476292074;n. def.
;A04;SYBR;IL-6;Unkn;MouseCaecum1;28,6830943836364;n. def.
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;31,0346540037511;n. def.
;A06;SYBR;STAT6;Unkn;MouseCaecum1;24,4134426722485;n. def.
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;25,0015164989579;n. def.
;A08;SYBR;Ppia;Unkn;MouseCaecum1;15,8781013044702;n. def.
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;18,0878948525254;n. def.
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;25,9082215845362;n. def.
;A11;SYBR;;Neg Ctrl;;n. def.;n. def.
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;26,5881197082102;n. def.
;B02;SYBR;IL-10;Unkn;MouseCaecum1;29,4151415510563;n. def.
;B03;SYBR;IL-12;Unkn;MouseCaecum1;31,4214347107062;n. def.
;B04;SYBR;IL-6;Unkn;MouseCaecum1;29,1924558103741;n. def.
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;31,2778862836362;n. def.
;B06;SYBR;STAT6;Unkn;MouseCaecum1;25,2083835852161;n. def.
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;25,5338841337684;n. def.
;B08;SYBR;Ppia;Unkn;MouseCaecum1;16,4113725967023;n. def.
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;18,6156513167425;n. def.
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;26,5518381137554;n. def.
;B11;SYBR;;Neg Ctrl;;n. def.;n. def.
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;29,8955325448472;n. def.
;C02;SYBR;IL-10;Unkn;MouseCaecum2;32,7877896625001;n. def.
;C03;SYBR;IL-12;Unkn;MouseCaecum2;33,0601595999919;n. def.
;C04;SYBR;IL-6;Unkn;MouseCaecum2;28,5653599562502;n. def.
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;32,983285288119;n. def.
;C06;SYBR;STAT6;Unkn;MouseCaecum2;28,7569078144898;n. def.
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;29,6782953702169;n. def.
;C08;SYBR;Ppia;Unkn;MouseCaecum2;22,0928085740083;n. def.
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;22,4774978977075;n. def.
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;26,8409975347435;n. def.
;C11;SYBR;;Neg Ctrl;;n. def.;n. def.
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;30,2588258780206;n. def.
;D02;SYBR;IL-10;Unkn;MouseCaecum2;34,1095710090652;n. def.
;D03;SYBR;IL-12;Unkn;MouseCaecum2;34,5065650835488;n. def.
;D04;SYBR;IL-6;Unkn;MouseCaecum2;28,7182664628811;n. def.
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;33,6295812835967;n. def.
;D06;SYBR;STAT6;Unkn;MouseCaecum2;29,4758840749817;n. def.
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;29,7512446757997;n. def.
