;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;A01;Quasar 705;;Unkn;;-0,956878863126713;;Unknown;Unassigned;False
;A02;Quasar 705;;Unkn;;-1,65243437254248;;Unknown;Unassigned;False
;A03;Quasar 705;;Unkn;;-2,64634733592638;;Unknown;Unassigned;False
;A04;Quasar 705;;Unkn;;-1,29178519512886;;Unknown;Unassigned;False
;A05;Quasar 705;;Unkn;;-1,2856763591938;;Unknown;Unassigned;False
;A06;Quasar 705;;Unkn;;-1,25196845060818;;Unknown;Unassigned;False
;A07;Quasar 705;;Unkn;;0,189447220682723;;Unknown;Unassigned;False
;A08;Quasar 705;;Unkn;;-0,675362527950529;;Unknown;Unassigned;False
;A09;Quasar 705;;Unkn;;-2,29396669737353;;Unknown;Unassigned;False
;A10;Quasar 705;;Unkn;;-4,17794568059026;;Unknown;Unassigned;False
;A11;Quasar 705;;Unkn;;-1,52039184478444;;Unknown;Unassigned;False
;A12;Quasar 705;;Unkn;;-1,72270744970729;;Unknown;Unassigned;False
;B01;Quasar 705;;Unkn;;-1,43012739883407;;Unknown;Unassigned;False
;B02;Quasar 705;;Unkn;;-2,46707519362217;;Unknown;Unassigned;False
;B03;Quasar 705;;Unkn;;-2,07080972505637;;Unknown;Unassigned;False
;B04;Quasar 705;;Unkn;;-3,24112648434766;;Unknown;Unassigned;False
;B05;Quasar 705;;Unkn;;-2,62623869904564;;Unknown;Unassigned;False
;B06;Quasar 705;;Unkn;;-2,48450569850338;;Unknown;Unassigned;False
;B07;Quasar 705;;Unkn;;-2,74199353632521;;Unknown;Unassigned;False
;B08;Quasar 705;;Unkn;;-2,25385807596158;;Unknown;Unassigned;False
;B09;Quasar 705;;Unkn;;-2,54492797060002;;Unknown;Unassigned;False
;B10;Quasar 705;;Unkn;;-2,37554837888583;;Unknown;Unassigned;False
;B11;Quasar 705;;Unkn;;-3,86478543867534;;Unknown;Unassigned;False
;B12;Quasar 705;;Unkn;;-3,55318120653546;;Unknown;Unassigned;False
;C01;Quasar 705;;Unkn;;-4,72019486287973;;Unknown;Unassigned;False
;C02;Quasar 705;;Unkn;;-1,52629978334699;;Unknown;Unassigned;False
;C03;Quasar 705;;Unkn;;-2,02227875686913;;Unknown;Unassigned;False
;C04;Quasar 705;;Unkn;;-1,45270573644666;;Unknown;Unassigned;False
;C05;Quasar 705;;Unkn;;-1,17841580598461;;Unknown;Unassigned;False
;C06;Quasar 705;;Unkn;;-2,92444662791495;;Unknown;Unassigned;False
