"Pos","Name","No. Tm SYBR","Tm x (°C) SYBR","Tm y (°C) SYBR","Mean SYBR","Dev. SYBR"
"A11","IRG6A",9,"","","",""
"B11","CXCR3",3,"","","",""
"C11","IL-12rb1",4,"","","",""
"D11","B-actin",2,81.7,90.9,"",""
"E11","GAPDH",1,72.5,"","",""
"A1","LM_0239",0,"","","",""
"A2","LM_0239",0,"","","",""
"B1","LM_0254",0,"","","",""
"B2","LM_0254",0,"","","",""
"C1","LM_0234",0,"","","",""
"C2","LM_0234",0,"","","",""
"D1","LM_0243",1,85.3,"",85.3,0.00
"D2","LM_0243",0,"","",85.3,""
"E1","LM_0236",0,"","","",""
"E2","LM_0236",0,"","","",""
"F1","LM_0239c",0,"","","",""
"F2","LM_0239c",0,"","","",""
"A3","LM_0239",0,"","","",""
"A4","LM_0239",0,"","","",""
"B3","LM_0254",0,"","","",""
"B4","LM_0254",0,"","","",""
"C3","LM_0234",1,82.4,"",81.5,1.30
"C4","LM_0234",1,80.6,"",81.5,1.30
"D3","LM_0243",2,80.8,83.2,"","<undefined>"
"D4","LM_0243",2,81.0,83.3,"","<undefined>"
"E3","LM_0236",0,"","","",""
"E4","LM_0236",0,"","","",""
"F3","LM_0239c",0,"","","",""
"F4","LM_0239c",0,"","","",""
"A5","LM_0239",0,"","","",""
"A6","LM_0239",0,"","","",""
"B5","LM_0254",0,"","","",""
"B6","LM_0254",0,"","","",""
"C5","LM_0234",1,85.9,"",85.9,0.100
"C6","LM_0234",1,85.9,"",85.9,0.100
"D5","LM_0243",1,86.6,"",86.4,0.200
"D6","LM_0243",1,86.3,"",86.4,0.200
"E5","LM_0236",0,"","","",""
"E6","LM_0236",0,"","","",""
"F5","LM_0239c",0,"","","",""
"F6","LM_0239c",0,"","","",""
"A7","LM_0239",0,"","","",""
"A8","LM_0239",0,"","","",""
"B7","LM_0254",0,"","",78.6,""
"B8","LM_0254",1,78.6,"",78.6,0.00
"C7","LM_0234",1,80.2,"",80.1,0.100
"C8","LM_0234",1,80.0,"",80.1,0.100
"D7","LM_0243",1,80.4,"",80.3,0.200
"D8","LM_0243",1,80.2,"",80.3,0.200
"E7","LM_0236",0,"","",80.5,""
"E8","LM_0236",1,80.5,"",80.5,0.00
"F7","LM_0239c",1,80.3,"",80.2,0.200
"F8","LM_0239c",1,80.1,"",80.2,0.200
"A9","LM_0239",0,"","","",""
"A10","LM_0239",0,"","","",""
"B9","LM_0254",1,77.8,"",78.0,0.200
"B10","LM_0254",1,78.1,"",78.0,0.200
"C9","LM_0234",1,79.6,"",79.7,0.100
"C10","LM_0234",1,79.8,"",79.7,0.100
"D9","LM_0243",0,"","",80.2,""
"D10","LM_0243",1,80.2,"",80.2,0.00
"E9","LM_0236",0,"","","",""
"E10","LM_0236",2,78.9,80.6,"","<undefined>"
"F9","LM_0239c",1,80.0,"",79.8,0.300
"F10","LM_0239c",1,79.6,"",79.8,0.300

"Main Assay","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay CXCR3","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay IRG6","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay IL-12","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay GAPDH","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay B-actin","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
