;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;78,5;333,403301122122;67,5;84;
;A02;SYBR;IL-10;Unkn;MouseCaecum1;80;278,688453916934;74,5;83,5;
;A03;SYBR;IL-12;Unkn;MouseCaecum1;80,5;279,419857107242;68,5;87,5;
;A04;SYBR;IL-6;Unkn;MouseCaecum1;76,5;234,562161951994;67,5;81,5;
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;80;244,622841968946;67,5;89,5;
;A06;SYBR;STAT6;Unkn;MouseCaecum1;82,5;249,250135916746;75;88,5;
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;82,5;257,921572900882;68,5;89,5;
;A08;SYBR;Ppia;Unkn;MouseCaecum1;82,5;309,39250400953;75;87;
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82,5;278,33162488809;68;88,5;
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;None;None;None;None;
;A11;SYBR;;Neg Ctrl;;None;None;None;None;
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;78;344,667908123423;67,5;82,5;
;B02;SYBR;IL-10;Unkn;MouseCaecum1;79;215,593891916419;73;82,5;
;B03;SYBR;IL-12;Unkn;MouseCaecum1;80;317,917478803867;72;87,5;
;B04;SYBR;IL-6;Unkn;MouseCaecum1;76;259,858687705744;68;81;
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;79,5;269,507835216378;68,5;84,5;
;B06;SYBR;STAT6;Unkn;MouseCaecum1;82,5;279,170020420761;75,5;89,5;
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;82,5;313,498280157152;76;87,5;
;B08;SYBR;Ppia;Unkn;MouseCaecum1;82,5;341,155055904764;75;90;
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82;301,25427291392;77;87;
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;79,5;269,459837282476;67,5;84;
;B11;SYBR;;Neg Ctrl;;None;None;None;None;
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;78;368,954087759902;71,5;83;
;C02;SYBR;IL-10;Unkn;MouseCaecum2;None;None;None;None;
;C03;SYBR;IL-12;Unkn;MouseCaecum2;None;None;None;None;
;C04;SYBR;IL-6;Unkn;MouseCaecum2;75,5;309,047674671414;67,5;80,5;
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;None;None;None;None;
;C06;SYBR;STAT6;Unkn;MouseCaecum2;82,5;293,952829492359;74,5;88;
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;301,888016644286;75;89,5;
;C08;SYBR;Ppia;Unkn;MouseCaecum2;82,5;314,137739801745;75,5;87;
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;266,230049069841;69,5;89,5;
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79,5;243,502104695791;70;84;
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;78;346,212390629668;71,5;85,5;
;D02;SYBR;IL-10;Unkn;MouseCaecum2;79;206,834917478299;72;82;
;D03;SYBR;IL-12;Unkn;MouseCaecum2;None;None;None;None;
;D04;SYBR;IL-6;Unkn;MouseCaecum2;75,5;322,32741713909;67,5;80;
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;79;325,946700010662;74;85,5;
;D06;SYBR;STAT6;Unkn;MouseCaecum2;82;346,795472910994;71,5;86;
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;329,607031844361;73,5;89;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;82,5;330,184151058385;70;87;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;263,392205841361;70,5;89,5;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79,5;227,219217400401;70,5;84,5;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;78,5;410,011561979383;67,5;86,5;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;79;385,651935873243;71,5;82,5;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;79,5;183,348889357007;67,5;81,5;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;84;216,865182329688;81,5;87,5;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;75,5;390,393787519059;67,5;84,5;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;79;464,745701067005;72;86;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;82;401,070118159857;72;87;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;417,073433057355;73,5;86;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;82,5;356,901086220793;69,5;92;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82,5;283,843436271719;70,5;88;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;241,423095830122;75;89;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;78,5;381,547804311314;67,5;86;
;F02;SYBR;IL-10;Unkn;MouseCaecum3;79;375,2414362536;67,5;82,5;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;84;192,72866125861;81,5;87,5;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;79,5;200,715591780888;67,5;81,5;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;75,5;387,974360614708;67,5;83,5;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;79,5;439,120016914394;72,5;86;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;82;385,959976435844;72,5;93,5;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;447,1185421742;74,5;89;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;82,5;392,901810656759;74;87;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82,5;314,335570122453;70;91;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;277,013873571721;70;90;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
