;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;26,5843592646895;n. def.
;A02;SYBR;IL-10;Unkn;MouseCaecum1;32,1150155823376;n. def.
;A03;SYBR;IL-12;Unkn;MouseCaecum1;30,7390654312511;n. def.
;A04;SYBR;IL-6;Unkn;MouseCaecum1;30,1351733290499;n. def.
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;31,9380238032677;n. def.
;A06;SYBR;STAT6;Unkn;MouseCaecum1;28,310356568293;n. def.
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;29,4018611126344;n. def.
;A08;SYBR;Ppia;Unkn;MouseCaecum1;21,2039943982958;n. def.
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;22,9128774321251;n. def.
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;24,0464978639513;n. def.
;A11;SYBR;;Neg Ctrl;;n. def.;n. def.
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;28,1364356580279;n. def.
;B02;SYBR;IL-10;Unkn;MouseCaecum1;35,1658531466328;n. def.
;B03;SYBR;IL-12;Unkn;MouseCaecum1;31,4963788201779;n. def.
;B04;SYBR;IL-6;Unkn;MouseCaecum1;30,0310458091979;n. def.
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;32,7314819335394;n. def.
;B06;SYBR;STAT6;Unkn;MouseCaecum1;28,3260527364441;n. def.
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;29,4182868634604;n. def.
;B08;SYBR;Ppia;Unkn;MouseCaecum1;21,0850703177019;n. def.
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;22,7328568546709;n. def.
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;27,5994155228028;n. def.
;B11;SYBR;;Neg Ctrl;;n. def.;n. def.
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;27,5559371375863;n. def.
;C02;SYBR;IL-10;Unkn;MouseCaecum2;35,5100040901223;n. def.
;C03;SYBR;IL-12;Unkn;MouseCaecum2;n. def.;n. def.
;C04;SYBR;IL-6;Unkn;MouseCaecum2;29,1950214465873;n. def.
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;32,7380262436358;n. def.
;C06;SYBR;STAT6;Unkn;MouseCaecum2;28,881076037023;n. def.
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;30,6171387893055;n. def.
;C08;SYBR;Ppia;Unkn;MouseCaecum2;20,3388120969699;n. def.
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;22,0028864023376;n. def.
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;26,5540651367063;n. def.
;C11;SYBR;;Neg Ctrl;;n. def.;n. def.
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;27,833490959334;n. def.
;D02;SYBR;IL-10;Unkn;MouseCaecum2;35,2337788097581;n. def.
;D03;SYBR;IL-12;Unkn;MouseCaecum2;39,0093310092664;n. def.
;D04;SYBR;IL-6;Unkn;MouseCaecum2;29,9027507198484;n. def.
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;32,2152816685142;n. def.
;D06;SYBR;STAT6;Unkn;MouseCaecum2;29,544042876921;n. def.
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;30,745840696333;n. def.
;D08;SYBR;Ppia;Unkn;MouseCaecum2;20,2571050542212;n. def.
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;21,6696259466889;n. def.
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;26,1115696431337;n. def.
;D11;SYBR;;Neg Ctrl;;n. def.;n. def.
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;23,1794127512878;n. def.
;E02;SYBR;IL-10;Unkn;MouseCaecum3;29,3382137489923;n. def.
;E03;SYBR;IL-12;Unkn;MouseCaecum3;28,0024813048249;n. def.
;E04;SYBR;IL-6;Unkn;MouseCaecum3;20,8615226732538;n. def.
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;24,3338726941235;n. def.
;E06;SYBR;STAT6;Unkn;MouseCaecum3;23,7461253093568;n. def.
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;23,2791297222373;n. def.
;E08;SYBR;Ppia;Unkn;MouseCaecum3;16,0851368549166;n. def.
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;18,1945442160388;n. def.
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;21,7379316477268;n. def.
;E11;SYBR;;Neg Ctrl;;n. def.;n. def.
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;23,3530517950024;n. def.
;F02;SYBR;IL-10;Unkn;MouseCaecum3;29,8872732854337;n. def.
;F03;SYBR;IL-12;Unkn;MouseCaecum3;28,2658462263987;n. def.
;F04;SYBR;IL-6;Unkn;MouseCaecum3;21,0664775860472;n. def.
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;24,3194041264487;n. def.
;F06;SYBR;STAT6;Unkn;MouseCaecum3;23,6012519831898;n. def.
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;23,3722329405779;n. def.
;F08;SYBR;Ppia;Unkn;MouseCaecum3;15,6784756403397;n. def.
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;17,8327392684175;n. def.
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;21,4102543496565;n. def.
;F11;SYBR;;Neg Ctrl;;n. def.;n. def.
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;20,4179780186349;n. def.
;G02;SYBR;IL-10;Unkn;MouseCaecum4;28,3584370145377;n. def.
;G03;SYBR;IL-12;Unkn;MouseCaecum4;28,8257458113843;n. def.
;G04;SYBR;IL-6;Unkn;MouseCaecum4;24,6808632684099;n. def.
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;22,6315574210899;n. def.
;G06;SYBR;STAT6;Unkn;MouseCaecum4;24,3505057992581;n. def.
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;23,2259931092858;n. def.
;G08;SYBR;Ppia;Unkn;MouseCaecum4;14,3693727455736;n. def.
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;16,7094001071454;n. def.
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;24,0230781703932;n. def.
;G11;SYBR;;Neg Ctrl;;n. def.;n. def.
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;n. def.;n. def.
;H02;SYBR;IL-10;Unkn;MouseCaecum4;28,1090048222602;n. def.
;H03;SYBR;IL-12;Unkn;MouseCaecum4;28,3214933656451;n. def.
;H04;SYBR;IL-6;Unkn;MouseCaecum4;24,3025730943897;n. def.
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;22,0869855615226;n. def.
;H06;SYBR;STAT6;Unkn;MouseCaecum4;24,1967855426037;n. def.
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;23,2365880138165;n. def.
;H08;SYBR;Ppia;Unkn;MouseCaecum4;13,4254108036002;n. def.
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;16,8852059250394;n. def.
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;24,2647586237683;n. def.
;H11;SYBR;;Neg Ctrl;;n. def.;n. def.
