;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;SYBR;CXCL9;Unkn;LM36;25,4050758648905;n. def.
;A02;SYBR;IL-10;Unkn;LM36;31,9157833992858;n. def.
;A03;SYBR;IL-12;Unkn;LM36;34,3644207218854;n. def.
;A04;SYBR;IL-6;Unkn;LM36;33,112325985349;n. def.
;A05;SYBR;IFN-y;Unkn;LM36;26,6088513910857;n. def.
;A06;SYBR;STAT6;Unkn;LM36;30,9201822063725;n. def.
;A07;SYBR;TGF-b;Unkn;LM36;25,4521013318744;n. def.
;A08;SYBR;Ppia;Pos Ctrl;LM36;15,5173238839814;n. def.
;A09;SYBR;Ppip;Pos Ctrl;LM36;17,7076758304542;n. def.
;A10;SYBR;CDC42;Pos Ctrl;LM36;27,241204435748;n. def.
;A11;SYBR;;Neg Ctrl;;n. def.;n. def.
;B01;SYBR;CXCL9;Unkn;LM36;24,9025228751035;n. def.
;B02;SYBR;IL-10;Unkn;LM36;31,2033223967132;n. def.
;B03;SYBR;IL-12;Unkn;LM36;34,9471525763013;n. def.
;B04;SYBR;IL-6;Unkn;LM36;33,1831445700605;n. def.
;B05;SYBR;IFN-y;Unkn;LM36;26,9447008848409;n. def.
;B06;SYBR;STAT6;Unkn;LM36;30,3011457284157;n. def.
;B07;SYBR;TGF-b;Unkn;LM36;25,5797084018292;n. def.
;B08;SYBR;Ppia;Pos Ctrl;LM36;15,5622916374767;n. def.
;B09;SYBR;Ppip;Pos Ctrl;LM36;17,2020933847365;n. def.
;B10;SYBR;CDC42;Pos Ctrl;LM36;26,2254652319659;n. def.
;B11;SYBR;;Neg Ctrl;;n. def.;n. def.
;C01;SYBR;CXCL9;Unkn;LM37;24,572252645414;n. def.
;C02;SYBR;IL-10;Unkn;LM37;32,219359548275;n. def.
;C03;SYBR;IL-12;Unkn;LM37;32,5177587106926;n. def.
;C04;SYBR;IL-6;Unkn;LM37;32,1394575132789;n. def.
;C05;SYBR;IFN-y;Unkn;LM37;29,1508097662203;n. def.
;C06;SYBR;STAT6;Unkn;LM37;28,2200308065103;n. def.
;C07;SYBR;TGF-b;Unkn;LM37;25,8618969276885;n. def.
;C08;SYBR;Ppia;Pos Ctrl;LM37;15,5754271932731;n. def.
;C09;SYBR;Ppip;Pos Ctrl;LM37;17,2454543687624;n. def.
;C10;SYBR;CDC42;Pos Ctrl;LM37;26,1444769988362;n. def.
;C11;SYBR;;Neg Ctrl;;n. def.;n. def.
;D01;SYBR;CXCL9;Unkn;LM37;24,2845144249754;n. def.
;D02;SYBR;IL-10;Unkn;LM37;32,3828551263388;n. def.
;D03;SYBR;IL-12;Unkn;LM37;32,1911703083843;n. def.
;D04;SYBR;IL-6;Unkn;LM37;31,6244682179536;n. def.
;D05;SYBR;IFN-y;Unkn;LM37;28,1075299455033;n. def.
;D06;SYBR;STAT6;Unkn;LM37;27,4486993246351;n. def.
;D07;SYBR;TGF-b;Unkn;LM37;25,7688446001203;n. def.
;D08;SYBR;Ppia;Pos Ctrl;LM37;15,4064828125168;n. def.
;D09;SYBR;Ppip;Pos Ctrl;LM37;17,0160909077222;n. def.
;D10;SYBR;CDC42;Pos Ctrl;LM37;26,0448320830001;n. def.
;D11;SYBR;;Neg Ctrl;;n. def.;n. def.
;E01;SYBR;CXCL9;Unkn;LM38;30,2568599226476;n. def.
;E02;SYBR;IL-10;Unkn;LM38;32,8300068745324;n. def.
;E03;SYBR;IL-12;Unkn;LM38;33,7061233795196;n. def.
;E04;SYBR;IL-6;Unkn;LM38;28,0806231599852;n. def.
;E05;SYBR;IFN-y;Unkn;LM38;32,3260877172052;n. def.
;E06;SYBR;STAT6;Unkn;LM38;26,8295360070238;n. def.
;E07;SYBR;TGF-b;Unkn;LM38;25,2258191510843;n. def.
;E08;SYBR;Ppia;Pos Ctrl;LM38;15,112146846895;n. def.
;E09;SYBR;Ppip;Pos Ctrl;LM38;16,8894512651928;n. def.
;E10;SYBR;CDC42;Pos Ctrl;LM38;22,3980033782493;n. def.
;E11;SYBR;;Neg Ctrl;;n. def.;n. def.
;F01;SYBR;CXCL9;Unkn;LM38;30,6858944549873;n. def.
;F02;SYBR;IL-10;Unkn;LM38;33,1843747015429;n. def.
;F03;SYBR;IL-12;Unkn;LM38;34,3365018003519;n. def.
;F04;SYBR;IL-6;Unkn;LM38;28,030584113169;n. def.
;F05;SYBR;IFN-y;Unkn;LM38;28,1871780145185;n. def.
;F06;SYBR;STAT6;Unkn;LM38;26,1723105054727;n. def.
;F07;SYBR;TGF-b;Unkn;LM38;25,0229194371607;n. def.
;F08;SYBR;Ppia;Pos Ctrl;LM38;14,9254547033014;n. def.
;F09;SYBR;Ppip;Pos Ctrl;LM38;16,4430032865041;n. def.
;F10;SYBR;CDC42;Pos Ctrl;LM38;21,8632865935858;n. def.
;F11;SYBR;;Neg Ctrl;;n. def.;n. def.
;G01;SYBR;CXCL9;Unkn;LM39;25,2175646018656;n. def.
;G02;SYBR;IL-10;Unkn;LM39;30,1123382272342;n. def.
;G03;SYBR;IL-12;Unkn;LM39;29,4628511803;n. def.
;G04;SYBR;IL-6;Unkn;LM39;28,2296903922748;n. def.
;G05;SYBR;IFN-y;Unkn;LM39;27,1101287056777;n. def.
;G06;SYBR;STAT6;Unkn;LM39;26,6870357677822;n. def.
;G07;SYBR;TGF-b;Unkn;LM39;24,4539415092184;n. def.
;G08;SYBR;Ppia;Pos Ctrl;LM39;14,5994555816717;n. def.
;G09;SYBR;Ppip;Pos Ctrl;LM39;16,3894797855222;n. def.
;G10;SYBR;CDC42;Pos Ctrl;LM39;22,5593269702016;n. def.
;G11;SYBR;;Neg Ctrl;;n. def.;n. def.
;H01;SYBR;CXCL9;Unkn;LM39;25,0401868231513;n. def.
;H02;SYBR;IL-10;Unkn;LM39;30,0772296770661;n. def.
;H03;SYBR;IL-12;Unkn;LM39;30,9326348430263;n. def.
;H04;SYBR;IL-6;Unkn;LM39;27,9210807432493;n. def.
;H05;SYBR;IFN-y;Unkn;LM39;27,7495730133785;n. def.
;H06;SYBR;STAT6;Unkn;LM39;27,0679308269427;n. def.
;H07;SYBR;TGF-b;Unkn;LM39;24,2784438032697;n. def.
;H08;SYBR;Ppia;Pos Ctrl;LM39;14,8179548626773;n. def.
;H09;SYBR;Ppip;Pos Ctrl;LM39;16,2716129232871;n. def.
;H10;SYBR;CDC42;Pos Ctrl;LM39;22,8036283991973;n. def.
;H11;SYBR;;Neg Ctrl;;n. def.;n. def.
