;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;n. def.;n. def.
;A02;SYBR;IL-10;Unkn;MouseCaecum1;29,2806571454761;n. def.
;A03;SYBR;IL-12;Unkn;MouseCaecum1;31,2462839456901;n. def.
;A04;SYBR;IL-6;Unkn;MouseCaecum1;28,5621952767226;n. def.
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;28,7864692471551;n. def.
;A06;SYBR;STAT6;Unkn;MouseCaecum1;24,3589797715219;n. def.
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;24,060292072447;n. def.
;A08;SYBR;Ppia;Unkn;MouseCaecum1;15,4097387021162;n. def.
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;17,6248952670071;n. def.
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;26,2561810934771;n. def.
;A11;SYBR;;Neg Ctrl;;n. def.;n. def.
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;29,9255929365635;n. def.
;B02;SYBR;IL-10;Unkn;MouseCaecum1;30,2181717205626;n. def.
;B03;SYBR;IL-12;Unkn;MouseCaecum1;32,3586989029434;n. def.
;B04;SYBR;IL-6;Unkn;MouseCaecum1;28,8327297668671;n. def.
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;29,6352430495314;n. def.
;B06;SYBR;STAT6;Unkn;MouseCaecum1;24,3875798688599;n. def.
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;23,4980586303785;n. def.
;B08;SYBR;Ppia;Unkn;MouseCaecum1;14,9173388618356;n. def.
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;17,1094201182855;n. def.
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;25,3903276245298;n. def.
;B11;SYBR;;Neg Ctrl;;n. def.;n. def.
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;27,8959258324987;n. def.
;C02;SYBR;IL-10;Unkn;MouseCaecum2;35,9268422249141;n. def.
;C03;SYBR;IL-12;Unkn;MouseCaecum2;35,7621581638328;n. def.
;C04;SYBR;IL-6;Unkn;MouseCaecum2;30,7809414110008;n. def.
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;30,3988659190542;n. def.
;C06;SYBR;STAT6;Unkn;MouseCaecum2;29,1422686361797;n. def.
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;29,8996551882743;n. def.
;C08;SYBR;Ppia;Unkn;MouseCaecum2;20,0307582782122;n. def.
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;20,5632468631318;n. def.
