;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;None;None;None;None;
;A02;SYBR;IL-10;Unkn;MouseCaecum1;79;359,773786642818;74,5;82,5;
;A03;SYBR;IL-12;Unkn;MouseCaecum1;80;287,740351652149;74,5;87;
;A04;SYBR;IL-6;Unkn;MouseCaecum1;76;228,871390016599;67,5;81,5;
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;79,5;200,414042907993;67,5;91;
;A06;SYBR;STAT6;Unkn;MouseCaecum1;82,5;258,62670468835;67,5;87;
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;82,5;296,776818460733;71,5;86,5;
;A08;SYBR;Ppia;Unkn;MouseCaecum1;82,5;302,443019945023;74,5;88,5;
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82,5;268,538382594527;70,5;87,5;
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;79,5;182,945007167669;67,5;84,5;
;A11;SYBR;;Neg Ctrl;;None;None;None;None;
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;77,5;306,660975155868;71,5;82;
;B02;SYBR;IL-10;Unkn;MouseCaecum1;78,5;364,113328641426;72;82,5;
;B03;SYBR;IL-12;Unkn;MouseCaecum1;79,5;293,845387174606;72,5;88;
;B04;SYBR;IL-6;Unkn;MouseCaecum1;76;288,63554700893;67,5;83;
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;79,5;239,64531061804;68,5;90,5;
;B06;SYBR;STAT6;Unkn;MouseCaecum1;82;277,775049729372;75;86,5;
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;82,5;354,923397089933;75,5;87;
;B08;SYBR;Ppia;Unkn;MouseCaecum1;82,5;334,264465033588;76,5;88,5;
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82;319,258112372677;70,5;86;
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;79,5;265,334699069776;67,5;84;
;B11;SYBR;;Neg Ctrl;;None;None;None;None;
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;77,5;279,461590892342;67,5;82;
;C02;SYBR;IL-10;Unkn;MouseCaecum2;None;None;None;None;
;C03;SYBR;IL-12;Unkn;MouseCaecum2;None;None;None;None;
;C04;SYBR;IL-6;Unkn;MouseCaecum2;75,5;253,330131594754;67,5;80;
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;79;331,844279966972;67,5;85;
;C06;SYBR;STAT6;Unkn;MouseCaecum2;82;276,027551120495;68;90;
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;82;298,347199331747;73;86;
;C08;SYBR;Ppia;Unkn;MouseCaecum2;82,5;290,036182054992;74;88;
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82;244,990309488201;70,5;86;
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79;201,378828720674;70,5;83,5;
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;77,5;261,999773317576;71;82,5;
;D02;SYBR;IL-10;Unkn;MouseCaecum2;None;None;None;None;
;D03;SYBR;IL-12;Unkn;MouseCaecum2;79;186,046190438602;67,5;82,5;
;D04;SYBR;IL-6;Unkn;MouseCaecum2;75;243,476549392599;67,5;79,5;
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;79;340,213975470818;71,5;85;
;D06;SYBR;STAT6;Unkn;MouseCaecum2;82;271,158679044705;73,5;87;
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;272,552726616074;69,5;87,5;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;82,5;256,603309367877;70,5;87;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;224,00493352898;72;86,5;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79,5;175,818098021999;71,5;85;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;77;227,589171495395;71,5;82;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;None;None;None;None;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;79;168,446069806144;71;88;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;75,5;272,411987830947;67,5;80,5;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;79;246,02013298248;73,5;86;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;82;301,544138230204;73;87;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;None;None;None;None;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;81,5;234,727843885309;70;86,5;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;None;None;None;None;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;200,958968584887;75;83,5;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;77;211,871642797452;70;81;
