

Software Version;3.08.01



Experiment File Path:;C:\Users\User\Documents\Experiments\Lubomir\IFN-y_mouse_samples_Lubomir_Bednar_E7_fecal_ELISA.xpt
Protocol File Path:;C:\Users\User\Documents\Protocols\IFN-y_mouse_samples_Lubomir_Bednar.prt



Plate Number;Plate 2
Date;14.02.2020
Time;13:59:33
Reader Type:;Synergy HTX
Reader Serial Number:;1708301D
Reading Type;Reader

Procedure Details

Plate Type;96 WELL PLATE (Use plate lid)
Eject plate on completion;
Read;IFNy1
;Absorbance Endpoint
;Full Plate
;Wavelengths:  450
;Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
Shake;Orbital: 0:10 (MM:SS)
;Frequency: 205 cpm (5 mm)
Read;IFNy2
;Absorbance Endpoint
;Full Plate
;Wavelengths:  450
;Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
Shake;Orbital: 0:10 (MM:SS)
;Frequency: 205 cpm (5 mm)
Read;IFNy3
;Absorbance Endpoint
;Full Plate
;Wavelengths:  450
;Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8

Layout
;1;2;3;4;5;6;7;8;9;10;11;12
A;STD1;STD1;SPL1;SPL1;SPL9;SPL9;SPL17;SPL17;SPL25;SPL25;SPL33;SPL33;Well ID
;500;500;;;;;;;;;;;Conc/Dil
B;STD2;STD2;SPL2;SPL2;SPL10;SPL10;SPL18;SPL18;SPL26;SPL26;SPL34;SPL34;Well ID
;250;250;;;;;;;;;;;Conc/Dil
C;STD3;STD3;SPL3;SPL3;SPL11;SPL11;SPL19;SPL19;SPL27;SPL27;SPL35;SPL35;Well ID
;125;125;;;;;;;;;;;Conc/Dil
D;STD4;STD4;SPL4;SPL4;SPL12;SPL12;SPL20;SPL20;SPL28;SPL28;SPL36;SPL36;Well ID
;62,5;62,5;;;;;;;;;;;Conc/Dil
E;STD5;STD5;SPL5;SPL5;SPL13;SPL13;SPL21;SPL21;SPL29;SPL29;SPL37;SPL37;Well ID
;31,25;31,25;;;;;;;;;;;Conc/Dil
F;STD6;STD6;SPL6;SPL6;SPL14;SPL14;SPL22;SPL22;SPL30;SPL30;SPL38;SPL38;Well ID
;15,625;15,625;;;;;;;;;;;Conc/Dil
G;STD7;STD7;SPL7;SPL7;SPL15;SPL15;SPL23;SPL23;SPL31;SPL31;SPL39;SPL39;Well ID
;7,8125;7,8125;;;;;;;;;;;Conc/Dil
H;BLK;BLK;SPL8;SPL8;SPL16;SPL16;SPL24;SPL24;SPL32;SPL32;SPL40;SPL40;Well ID
;;;;;;;;;;;;;Conc/Dil



Actual Temperature:;32,5

IFNy1:450
;1;2;3;4;5;6;7;8;9;10;11;12
A;3,220;3,515;0,115;0,119;0,123;0,141;0,130;0,142;0,140;0,132;0,164;0,152;IFNy1:450
B;2,264;2,011;0,204;0,194;0,128;0,110;0,134;0,129;0,131;0,129;0,132;0,121;IFNy1:450
C;1,200;1,144;0,144;0,140;0,135;0,132;0,134;0,144;0,105;0,110;0,102;0,111;IFNy1:450
D;0,686;0,676;0,116;0,352;0,129;0,119;0,233;0,123;0,107;0,109;0,115;0,104;IFNy1:450
E;0,359;0,386;0,148;0,154;0,141;0,117;0,140;0,144;0,115;0,105;0,102;0,134;IFNy1:450
F;0,236;0,209;0,105;0,103;0,092;0,080;0,114;0,126;0,085;0,087;0,093;0,082;IFNy1:450
G;0,155;0,155;0,118;0,117;0,102;0,114;0,084;0,083;0,325;0,119;0,084;0,083;IFNy1:450
