;;1;2;3;4;5;6;7;8;9;10;11;12
A;Content;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Pos Ctrl;Pos Ctrl;Neg Ctrl;
A;Sample;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;;
A;Peak 1;78;None;None;75;79,5;82,5;83;83;83;80;None;
A;Peak 2;None;None;None;None;None;None;None;None;None;None;None;
B;Content;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Pos Ctrl;Pos Ctrl;Neg Ctrl;
B;Sample;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;;
B;Peak 1;78;None;84,5;75;73;82;81,5;81,5;82,5;80;None;
B;Peak 2;None;None;None;None;None;None;None;None;None;None;None;
C;Content;;;;;;;;;;;;
C;Sample;;;;;;;;;;;;
C;Peak 1;;;;;;;;;;;;
C;Peak 2;;;;;;;;;;;;
D;Content;;;;;;;;;;;;
D;Sample;;;;;;;;;;;;
D;Peak 1;;;;;;;;;;;;
D;Peak 2;;;;;;;;;;;;
E;Content;;;;;;;;;;;;
E;Sample;;;;;;;;;;;;
E;Peak 1;;;;;;;;;;;;
E;Peak 2;;;;;;;;;;;;
F;Content;;;;;;;;;;;;
F;Sample;;;;;;;;;;;;
F;Peak 1;;;;;;;;;;;;
F;Peak 2;;;;;;;;;;;;
G;Content;;;;;;;;;;;;
G;Sample;;;;;;;;;;;;
G;Peak 1;;;;;;;;;;;;
G;Peak 2;;;;;;;;;;;;
H;Content;;;;;;;;;;;;
H;Sample;;;;;;;;;;;;
H;Peak 1;;;;;;;;;;;;
H;Peak 2;;;;;;;;;;;;
