;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;None;None;None;None;
;A02;SYBR;IL-10;Unkn;MouseCaecum1;None;None;None;None;
;A03;SYBR;IL-12;Unkn;MouseCaecum1;80;290,826712144185;75;87;
;A04;SYBR;IL-6;Unkn;MouseCaecum1;76;315,045851800554;67,5;80;
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;79,5;386,65712462187;74;89;
;A06;SYBR;STAT6;Unkn;MouseCaecum1;81,5;214,231951068559;75,5;85,5;
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;82,5;353,417274215909;76,5;88,5;
;A08;SYBR;Ppia;Unkn;MouseCaecum1;82,5;305,110679296726;68;89,5;
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82,5;218,608380782292;75,5;86;
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;None;None;None;None;
;A11;SYBR;;Neg Ctrl;;None;None;None;None;
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;None;None;None;None;
;B02;SYBR;IL-10;Unkn;MouseCaecum1;None;None;None;None;
;B03;SYBR;IL-12;Unkn;MouseCaecum1;None;None;None;None;
;B04;SYBR;IL-6;Unkn;MouseCaecum1;None;None;None;None;
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;79,5;414,369320168592;67,5;87,5;
;B06;SYBR;STAT6;Unkn;MouseCaecum1;None;None;None;None;
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;82;337,085717892341;76,5;88;
;B08;SYBR;Ppia;Unkn;MouseCaecum1;None;None;None;None;
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82,5;237,269259487332;74,5;87;
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;None;None;None;None;
;B11;SYBR;;Neg Ctrl;;None;None;None;None;
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;78,5;405,468636801734;67,5;89,5;
;C02;SYBR;IL-10;Unkn;MouseCaecum2;None;None;None;None;
;C03;SYBR;IL-12;Unkn;MouseCaecum2;None;None;None;None;
;C04;SYBR;IL-6;Unkn;MouseCaecum2;75,5;341,029979554976;67,5;80;
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;79,5;314,607248548169;67,5;89;
;C06;SYBR;STAT6;Unkn;MouseCaecum2;81,5;275,64128521518;67,5;86,5;
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;430,292876204284;68;92,5;
;C08;SYBR;Ppia;Unkn;MouseCaecum2;82,5;354,667222065775;68,5;88,5;
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;252,257306396384;67,5;86;
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;None;None;None;None;
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;78,5;305,147685936894;71;87;
;D02;SYBR;IL-10;Unkn;MouseCaecum2;79,5;259,365066654318;75,5;82,5;
;D03;SYBR;IL-12;Unkn;MouseCaecum2;None;None;None;None;
;D04;SYBR;IL-6;Unkn;MouseCaecum2;75,5;369,079442523325;67,5;81,5;
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;None;None;None;None;
;D06;SYBR;STAT6;Unkn;MouseCaecum2;81,5;300,70824669;70,5;87;
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;429,018734000445;69;87,5;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;82,5;431,755013623084;71;89;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;307,241225781947;68;89,5;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;None;None;None;None;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;79;498,387617975891;67,5;86;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;79,5;489,904639013292;67,5;87,5;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;79,5;448,404811510134;67,5;89;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;75,5;399,993765854964;67,5;81;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;79;548,894864851102;67,5;89,5;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;81,5;321,647419803462;71,5;95;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;434,677903841186;74;87,5;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;82,5;432,836004962141;75,5;90,5;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82,5;311,264217320349;71;87;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;None;None;None;None;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;78,5;505,760007457269;67,5;84;
;F02;SYBR;IL-10;Unkn;MouseCaecum3;79;501,349001588241;67,5;87;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;79,5;426,098994418659;67,5;86;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;75,5;401,898389541426;67,5;83;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;79,5;569,924960559083;67,5;88,5;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;82;329,375805578568;76,5;90,5;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;436,308817106996;68,5;91;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;82,5;421,826758606585;77,5;89;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82,5;348,318682060392;67,5;89;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;235,99951343373;75;89,5;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;78,5;491,002472097232;67,5;84,5;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;79;513,625575486949;67,5;83,5;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;79,5;435,7467855736;67,5;88;
