;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;;39,8586317175848;39,8586317175848;0;n. def.;n. def.;n. def.;0;60;
;A02;SYBR;IL-10;Unkn;MouseCaecum1;;39,4285823088778;39,4285823088778;0;n. def.;n. def.;n. def.;0;60;
;A03;SYBR;IL-12;Unkn;MouseCaecum1;;34,4208889307712;34,4208889307712;0;n. def.;n. def.;n. def.;0;60;
;A04;SYBR;IL-6;Unkn;MouseCaecum1;;31,5170001428005;31,5170001428005;0;n. def.;n. def.;n. def.;0;60;
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;;31,5609045054968;31,5609045054968;0;n. def.;n. def.;n. def.;0;60;
;A06;SYBR;STAT6;Unkn;MouseCaecum1;;33,9142347217006;33,9142347217006;0;n. def.;n. def.;n. def.;0;60;
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;;30,1293711387106;30,1293711387106;0;n. def.;n. def.;n. def.;0;60;
;A08;SYBR;Ppia;Unkn;MouseCaecum1;;20,8263636797811;20,8263636797811;0;n. def.;n. def.;n. def.;0;60;
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;;22,6161305306265;22,6161305306265;0;n. def.;n. def.;n. def.;0;60;
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;;n. def.;0;0;n. def.;n. def.;0;0;60;
;A11;SYBR;;Neg Ctrl;;;12,1858631551815;12,1858631551815;0;n. def.;n. def.;n. def.;0;60;
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B02;SYBR;IL-10;Unkn;MouseCaecum1;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B03;SYBR;IL-12;Unkn;MouseCaecum1;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B04;SYBR;IL-6;Unkn;MouseCaecum1;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;;31,119881130059;31,119881130059;0;n. def.;n. def.;n. def.;0;60;
;B06;SYBR;STAT6;Unkn;MouseCaecum1;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;;31,1084646969234;31,1084646969234;0;n. def.;n. def.;n. def.;0;60;
;B08;SYBR;Ppia;Unkn;MouseCaecum1;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;;21,983199985487;21,983199985487;0;n. def.;n. def.;n. def.;0;60;
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B11;SYBR;;Neg Ctrl;;;n. def.;0;0;n. def.;n. def.;0;0;60;
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;;31,6533573080903;31,6533573080903;0;n. def.;n. def.;n. def.;0;60;
;C02;SYBR;IL-10;Unkn;MouseCaecum2;;n. def.;0;0;n. def.;n. def.;0;0;60;
;C03;SYBR;IL-12;Unkn;MouseCaecum2;;37,9329979817744;37,9329979817744;0;n. def.;n. def.;n. def.;0;60;
;C04;SYBR;IL-6;Unkn;MouseCaecum2;;31,5986241324482;31,5986241324482;0;n. def.;n. def.;n. def.;0;60;
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;;34,0948455973495;34,0948455973495;0;n. def.;n. def.;n. def.;0;60;
;C06;SYBR;STAT6;Unkn;MouseCaecum2;;30,7548328715741;30,7548328715741;0;n. def.;n. def.;n. def.;0;60;
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;;29,3192584752117;29,3192584752117;0;n. def.;n. def.;n. def.;0;60;
;C08;SYBR;Ppia;Unkn;MouseCaecum2;;19,3063743969498;19,3063743969498;0;n. def.;n. def.;n. def.;0;60;
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;;20,3847460309025;20,3847460309025;0;n. def.;n. def.;n. def.;0;60;
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;;29,549497495264;29,549497495264;0;n. def.;n. def.;n. def.;0;60;
;C11;SYBR;;Neg Ctrl;;;n. def.;0;0;n. def.;n. def.;0;0;60;
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;;31,4658516536582;31,4658516536582;0;n. def.;n. def.;n. def.;0;60;
;D02;SYBR;IL-10;Unkn;MouseCaecum2;;35,5294951904795;35,5294951904795;0;n. def.;n. def.;n. def.;0;60;
;D03;SYBR;IL-12;Unkn;MouseCaecum2;;39,0339947230912;39,0339947230912;0;n. def.;n. def.;n. def.;0;60;
;D04;SYBR;IL-6;Unkn;MouseCaecum2;;31,429569711598;31,429569711598;0;n. def.;n. def.;n. def.;0;60;
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;;34,3837608583486;34,3837608583486;0;n. def.;n. def.;n. def.;0;60;
;D06;SYBR;STAT6;Unkn;MouseCaecum2;;30,4351104010846;30,4351104010846;0;n. def.;n. def.;n. def.;0;60;
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;;29,1594293129327;29,1594293129327;0;n. def.;n. def.;n. def.;0;60;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;;19,1439841516536;19,1439841516536;0;n. def.;n. def.;n. def.;0;60;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;;20,3795618534774;20,3795618534774;0;n. def.;n. def.;n. def.;0;60;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;;28,7707011977986;28,7707011977986;0;n. def.;n. def.;n. def.;0;60;
;D11;SYBR;;Neg Ctrl;;;n. def.;0;0;n. def.;n. def.;0;0;60;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;;22,7164582857065;22,7164582857065;0;n. def.;n. def.;n. def.;0;60;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;;29,0230758776796;29,0230758776796;0;n. def.;n. def.;n. def.;0;60;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;;30,2274076287125;30,2274076287125;0;n. def.;n. def.;n. def.;0;60;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;;29,522464783607;29,522464783607;0;n. def.;n. def.;n. def.;0;60;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;;24,6788247879935;24,6788247879935;0;n. def.;n. def.;n. def.;0;60;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;;26,7208700608929;26,7208700608929;0;n. def.;n. def.;n. def.;0;60;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;;24,2456433992673;24,2456433992673;0;n. def.;n. def.;n. def.;0;60;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;;15,2831994838388;15,2831994838388;0;n. def.;n. def.;n. def.;0;60;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;;17,9139864706044;17,9139864706044;0;n. def.;n. def.;n. def.;0;60;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;;27,9428416041337;27,9428416041337;0;n. def.;n. def.;n. def.;0;60;
;E11;SYBR;;Neg Ctrl;;;31,77517480461;31,77517480461;0;n. def.;n. def.;n. def.;0;60;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;;23,5291084631651;23,5291084631651;0;n. def.;n. def.;n. def.;0;60;
;F02;SYBR;IL-10;Unkn;MouseCaecum3;;28,9477678876401;28,9477678876401;0;n. def.;n. def.;n. def.;0;60;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;;29,5738149717026;29,5738149717026;0;n. def.;n. def.;n. def.;0;60;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;;29,7253181001235;29,7253181001235;0;n. def.;n. def.;n. def.;0;60;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;;24,8899233770492;24,8899233770492;0;n. def.;n. def.;n. def.;0;60;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;;26,2282963143622;26,2282963143622;0;n. def.;n. def.;n. def.;0;60;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;;24,0884222177609;24,0884222177609;0;n. def.;n. def.;n. def.;0;60;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;;15,1864730616607;15,1864730616607;0;n. def.;n. def.;n. def.;0;60;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;;17,3290170972574;17,3290170972574;0;n. def.;n. def.;n. def.;0;60;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;;25,2847605861014;25,2847605861014;0;n. def.;n. def.;n. def.;0;60;
;F11;SYBR;;Neg Ctrl;;;n. def.;0;0;n. def.;n. def.;0;0;60;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;;27,5428823833601;27,5428823833601;0;n. def.;n. def.;n. def.;0;60;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;;29,2197568955322;29,2197568955322;0;n. def.;n. def.;n. def.;0;60;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;;30,3795635940466;30,3795635940466;0;n. def.;n. def.;n. def.;0;60;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;;30,7170230110226;30,7170230110226;0;n. def.;n. def.;n. def.;0;60;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;;31,9496832630323;31,9496832630323;0;n. def.;n. def.;n. def.;0;60;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;;26,3638494497371;26,3638494497371;0;n. def.;n. def.;n. def.;0;60;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;;23,3511337877082;23,3511337877082;0;n. def.;n. def.;n. def.;0;60;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;;14,1195991251029;14,1195991251029;0;n. def.;n. def.;n. def.;0;60;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;;16,090142675487;16,090142675487;0;n. def.;n. def.;n. def.;0;60;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;;24,2651123475657;24,2651123475657;0;n. def.;n. def.;n. def.;0;60;
;G11;SYBR;;Neg Ctrl;;;n. def.;0;0;n. def.;n. def.;0;0;60;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;;1,54219245281864;1,54219245281864;0;n. def.;n. def.;n. def.;0;60;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;;29,387108318343;29,387108318343;0;n. def.;n. def.;n. def.;0;60;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;;31,5136135915395;31,5136135915395;0;n. def.;n. def.;n. def.;0;60;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;;29,8098955577405;29,8098955577405;0;n. def.;n. def.;n. def.;0;60;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;;31,0708283992612;31,0708283992612;0;n. def.;n. def.;n. def.;0;60;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;;25,6622122578113;25,6622122578113;0;n. def.;n. def.;n. def.;0;60;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;;22,993593294125;22,993593294125;0;n. def.;n. def.;n. def.;0;60;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;;14,2130079129556;14,2130079129556;0;n. def.;n. def.;n. def.;0;60;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;;16,6400761655514;16,6400761655514;0;n. def.;n. def.;n. def.;0;60;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;;23,8436288382922;23,8436288382922;0;n. def.;n. def.;n. def.;0;60;
;H11;SYBR;;Neg Ctrl;;;39,1026552850717;39,1026552850717;0;n. def.;n. def.;n. def.;0;60;
