;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;39,8586317175848;n. def.
;A02;SYBR;IL-10;Unkn;MouseCaecum1;39,4285823088778;n. def.
;A03;SYBR;IL-12;Unkn;MouseCaecum1;34,4208889307712;n. def.
;A04;SYBR;IL-6;Unkn;MouseCaecum1;31,5170001428005;n. def.
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;31,5609045054968;n. def.
;A06;SYBR;STAT6;Unkn;MouseCaecum1;33,9142347217006;n. def.
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;30,1293711387106;n. def.
;A08;SYBR;Ppia;Unkn;MouseCaecum1;20,8263636797811;n. def.
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;22,6161305306265;n. def.
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;n. def.;n. def.
;A11;SYBR;;Neg Ctrl;;12,1858631551815;n. def.
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;n. def.;n. def.
;B02;SYBR;IL-10;Unkn;MouseCaecum1;n. def.;n. def.
;B03;SYBR;IL-12;Unkn;MouseCaecum1;n. def.;n. def.
;B04;SYBR;IL-6;Unkn;MouseCaecum1;n. def.;n. def.
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;31,119881130059;n. def.
;B06;SYBR;STAT6;Unkn;MouseCaecum1;n. def.;n. def.
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;31,1084646969234;n. def.
;B08;SYBR;Ppia;Unkn;MouseCaecum1;n. def.;n. def.
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;21,983199985487;n. def.
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;n. def.;n. def.
;B11;SYBR;;Neg Ctrl;;n. def.;n. def.
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;31,6533573080903;n. def.
;C02;SYBR;IL-10;Unkn;MouseCaecum2;n. def.;n. def.
;C03;SYBR;IL-12;Unkn;MouseCaecum2;37,9329979817744;n. def.
;C04;SYBR;IL-6;Unkn;MouseCaecum2;31,5986241324482;n. def.
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;34,0948455973495;n. def.
;C06;SYBR;STAT6;Unkn;MouseCaecum2;30,7548328715741;n. def.
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;29,3192584752117;n. def.
;C08;SYBR;Ppia;Unkn;MouseCaecum2;19,3063743969498;n. def.
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;20,3847460309025;n. def.
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;29,549497495264;n. def.
;C11;SYBR;;Neg Ctrl;;n. def.;n. def.
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;31,4658516536582;n. def.
;D02;SYBR;IL-10;Unkn;MouseCaecum2;35,5294951904795;n. def.
;D03;SYBR;IL-12;Unkn;MouseCaecum2;39,0339947230912;n. def.
;D04;SYBR;IL-6;Unkn;MouseCaecum2;31,429569711598;n. def.
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;34,3837608583486;n. def.
;D06;SYBR;STAT6;Unkn;MouseCaecum2;30,4351104010846;n. def.
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;29,1594293129327;n. def.
;D08;SYBR;Ppia;Unkn;MouseCaecum2;19,1439841516536;n. def.
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;20,3795618534774;n. def.
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;28,7707011977986;n. def.
;D11;SYBR;;Neg Ctrl;;n. def.;n. def.
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;22,7164582857065;n. def.
;E02;SYBR;IL-10;Unkn;MouseCaecum3;29,0230758776796;n. def.
;E03;SYBR;IL-12;Unkn;MouseCaecum3;30,2274076287125;n. def.
;E04;SYBR;IL-6;Unkn;MouseCaecum3;29,522464783607;n. def.
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;24,6788247879935;n. def.
;E06;SYBR;STAT6;Unkn;MouseCaecum3;26,7208700608929;n. def.
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;24,2456433992673;n. def.
;E08;SYBR;Ppia;Unkn;MouseCaecum3;15,2831994838388;n. def.
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;17,9139864706044;n. def.
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;27,9428416041337;n. def.
;E11;SYBR;;Neg Ctrl;;31,77517480461;n. def.
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;23,5291084631651;n. def.
;F02;SYBR;IL-10;Unkn;MouseCaecum3;28,9477678876401;n. def.
