;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;78,5;311,210947572717;67,5;84,5;
;A02;SYBR;IL-10;Unkn;MouseCaecum1;None;None;None;None;
;A03;SYBR;IL-12;Unkn;MouseCaecum1;84;296,330553808717;67,5;87,5;
;A04;SYBR;IL-6;Unkn;MouseCaecum1;76;301,85377849572;67,5;83;
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;79,5;250,214909830419;69;90;
;A06;SYBR;STAT6;Unkn;MouseCaecum1;82;368,15583282601;67,5;85,5;
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;82;330,454094468035;67,5;90;
;A08;SYBR;Ppia;Unkn;MouseCaecum1;81,5;310,525145642942;69,5;86,5;
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82;286,4226382614;67,5;90,5;
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;79;308,094346836394;67,5;84;
;A11;SYBR;;Neg Ctrl;;None;None;None;None;
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;78;281,033437908528;74;85;
;B02;SYBR;IL-10;Unkn;MouseCaecum1;79;189,252737845545;73,5;85;
;B03;SYBR;IL-12;Unkn;MouseCaecum1;84,5;373,65814786969;74;88;
;B04;SYBR;IL-6;Unkn;MouseCaecum1;76;330,710453634033;67,5;81;
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;80;244,856627557194;69;88,5;
;B06;SYBR;STAT6;Unkn;MouseCaecum1;82;363,4983835208;69;86;
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;82;343,450782736259;69;89;
;B08;SYBR;Ppia;Unkn;MouseCaecum1;81,5;352,805461494613;70;89;
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82;295,523315595475;68,5;88;
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;79;333,080972494972;67,5;84,5;
;B11;SYBR;;Neg Ctrl;;None;None;None;None;
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;77,5;312,765077715388;67,5;83,5;
;C02;SYBR;IL-10;Unkn;MouseCaecum2;78,5;247,509063732546;74,5;82;
;C03;SYBR;IL-12;Unkn;MouseCaecum2;79;306,825923452592;67,5;87;
;C04;SYBR;IL-6;Unkn;MouseCaecum2;75,5;348,526788499988;67,5;81,5;
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;79,5;231,327918109196;76;87,5;
;C06;SYBR;STAT6;Unkn;MouseCaecum2;82;376,01798140985;67,5;89,5;
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;82;410,002173800018;74,5;87,5;
;C08;SYBR;Ppia;Unkn;MouseCaecum2;82;437,660313798621;75;89;
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82;390,669305786317;76,5;88;
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79;331,57019457911;67,5;83;
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;77;256,195517701118;67,5;81,5;
;D02;SYBR;IL-10;Unkn;MouseCaecum2;78;315,066718640533;72,5;82,5;
;D03;SYBR;IL-12;Unkn;MouseCaecum2;None;None;None;None;
;D04;SYBR;IL-6;Unkn;MouseCaecum2;75;400,399187970718;67,5;81,5;
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;80;255,865250678597;77;89,5;
;D06;SYBR;STAT6;Unkn;MouseCaecum2;82;387,84091461295;76;86,5;
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;82;397,448702362543;68,5;89;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;82;366,326214072099;77,5;87,5;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82;309,288537855443;69,5;87,5;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79;285,786840291433;67,5;85,5;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;78;233,967066389149;67,5;83;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;78,5;253,677299325815;74,5;82;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;None;None;None;None;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;75,5;366,908284630943;67,5;80,5;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;73,5;208,024913386601;67,5;87;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;82;385,480479944145;68;86,5;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;82;354,764516167807;74,5;89,5;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;82;338,80354763405;69;89,5;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82;287,814918163549;75;88,5;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79;289,641328997611;68;84,5;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;78;286,610076974197;67,5;83;
;F02;SYBR;IL-10;Unkn;MouseCaecum3;None;None;None;None;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;79,5;233,612561341007;71;87;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;75,5;378,764042364874;67,5;83;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;72,5;180,736765893951;67,5;75;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;82;350,273434316168;74;90,5;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;371,85977984491;77,5;91;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;82;319,362248940498;69,5;86,5;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82;296,696957634532;70;89,5;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79;298,262313830823;67,5;83,5;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;77,5;282,479765739863;67,5;87,5;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;78,5;240,961791653484;73,5;82;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;78,5;171,746202236127;67,5;80,5;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;83;194,203433300497;80,5;86,5;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;75,5;395,548078417178;67,5;82;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;79,5;317,212456425355;68,5;92;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;82;446,026806552218;75;89,5;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;82;411,63861605453;77;90,5;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;82;386,396316293905;67,5;88,5;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82;337,711965925444;67,5;88,5;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79;324,96989018656;67,5;85,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;78,5;347,407696949877;67,5;85,5;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;78,5;213,131760804595;74;82;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;84;352,025110406192;67,5;87,5;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;76;359,412331797993;67,5;81;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;80;242,409750956883;67,5;88,5;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;82;339,295401988141;67,5;90;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82;362,097224633337;76;86,5;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;82;357,061312901925;76;86,5;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82;278,633957694461;77,5;88,5;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79;320,732193249301;73,5;83,5;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
