;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;26,5333452921824;n. def.
;A02;SYBR;IL-10;Unkn;MouseCaecum1;26,5152451888169;n. def.
;A03;SYBR;IL-12;Unkn;MouseCaecum1;29,1583544293952;n. def.
;A04;SYBR;IL-6;Unkn;MouseCaecum1;27,6458242218888;n. def.
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;28,9165977952513;n. def.
;A06;SYBR;STAT6;Unkn;MouseCaecum1;23,4958304930785;n. def.
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;23,0652270403452;n. def.
;A08;SYBR;Ppia;Unkn;MouseCaecum1;15,3416187826906;n. def.
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;17,6506359764248;n. def.
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;24,6964431062962;n. def.
;A11;SYBR;;Neg Ctrl;;n. def.;n. def.
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;27,9533625668667;n. def.
;B02;SYBR;IL-10;Unkn;MouseCaecum1;27,8410258211392;n. def.
;B03;SYBR;IL-12;Unkn;MouseCaecum1;30,0519884448366;n. def.
;B04;SYBR;IL-6;Unkn;MouseCaecum1;27,6322014078111;n. def.
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;28,8780351853941;n. def.
;B06;SYBR;STAT6;Unkn;MouseCaecum1;23,2851347231933;n. def.
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;22,3677416644934;n. def.
;B08;SYBR;Ppia;Unkn;MouseCaecum1;14,8128796754428;n. def.
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;17,1237607893439;n. def.
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;24,1203787172514;n. def.
;B11;SYBR;;Neg Ctrl;;n. def.;n. def.
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;25,0749760337549;n. def.
;C02;SYBR;IL-10;Unkn;MouseCaecum2;34,1288583295813;n. def.
