;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;78,5;334,172829276155;67,5;83,5;
;A02;SYBR;IL-10;Unkn;MouseCaecum1;79,5;375,635619531381;68,5;85;
;A03;SYBR;IL-12;Unkn;MouseCaecum1;80,5;271,459380267451;69,5;94,5;
;A04;SYBR;IL-6;Unkn;MouseCaecum1;76,5;239,442790086047;67,5;82;
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;80;207,475695216518;67,5;90;
;A06;SYBR;STAT6;Unkn;MouseCaecum1;82,5;254,483711685414;70;87;
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;82,5;295,760189734547;75;87,5;
;A08;SYBR;Ppia;Unkn;MouseCaecum1;82,5;302,221618690192;76;87,5;
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82,5;276,455024955295;68;86,5;
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;79,5;208,145465917797;67,5;83,5;
;A11;SYBR;;Neg Ctrl;;None;None;None;None;
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;78;336,584516592682;67,5;83;
;B02;SYBR;IL-10;Unkn;MouseCaecum1;79;391,139069592049;67,5;84,5;
;B03;SYBR;IL-12;Unkn;MouseCaecum1;80;280,697947638837;73,5;87;
;B04;SYBR;IL-6;Unkn;MouseCaecum1;76;268,881243655127;68,5;83;
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;80;265,466525130596;69,5;88,5;
;B06;SYBR;STAT6;Unkn;MouseCaecum1;82,5;285,326752182007;75,5;88,5;
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;82,5;336,58064018138;76,5;86,5;
;B08;SYBR;Ppia;Unkn;MouseCaecum1;82,5;321,201302814799;70,5;88;
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82,5;304,359559221501;78;86,5;
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;79,5;232,873623266121;69;87;
;B11;SYBR;;Neg Ctrl;;None;None;None;None;
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;78;391,70132235957;71,5;83;
;C02;SYBR;IL-10;Unkn;MouseCaecum2;79;259,119347411584;71,5;84;
;C03;SYBR;IL-12;Unkn;MouseCaecum2;79,5;178,054869701306;67,5;82;
;C04;SYBR;IL-6;Unkn;MouseCaecum2;75,5;330,473677864508;67,5;80,5;
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;79,5;333,647141419836;72,5;88,5;
