;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;29,356630552174;n. def.
;A02;SYBR;IL-10;Unkn;MouseCaecum1;35,8365070907224;n. def.
;A03;SYBR;IL-12;Unkn;MouseCaecum1;36,8474459589566;n. def.
;A04;SYBR;IL-6;Unkn;MouseCaecum1;33,8634111984067;n. def.
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;32,8219637052083;n. def.
;A06;SYBR;STAT6;Unkn;MouseCaecum1;28,6753663219096;n. def.
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;26,664404255229;n. def.
;A08;SYBR;Ppia;Unkn;MouseCaecum1;16,9393145543405;n. def.
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;21,3524501113838;n. def.
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;36,1949797846297;n. def.
;A11;SYBR;;Neg Ctrl;;n. def.;n. def.
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;27,6272495907291;n. def.
;B02;SYBR;IL-10;Unkn;MouseCaecum1;n. def.;n. def.
;B03;SYBR;IL-12;Unkn;MouseCaecum1;35,6771291499716;n. def.
;B04;SYBR;IL-6;Unkn;MouseCaecum1;33,4432776653583;n. def.
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;30,0301821667227;n. def.
;B06;SYBR;STAT6;Unkn;MouseCaecum1;28,0549424465264;n. def.
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;26,1264584543822;n. def.
;B08;SYBR;Ppia;Unkn;MouseCaecum1;16,7259425545527;n. def.
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;21,8172790806418;n. def.
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;32,2779221719957;n. def.
;B11;SYBR;;Neg Ctrl;;n. def.;n. def.
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;30,1867621266837;n. def.
;C02;SYBR;IL-10;Unkn;MouseCaecum2;n. def.;n. def.
;C03;SYBR;IL-12;Unkn;MouseCaecum2;n. def.;n. def.
;C04;SYBR;IL-6;Unkn;MouseCaecum2;32,8292352366833;n. def.
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;33,3023911100091;n. def.
;C06;SYBR;STAT6;Unkn;MouseCaecum2;31,19875669426;n. def.
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;34,9955732307599;n. def.
;C08;SYBR;Ppia;Unkn;MouseCaecum2;23,0664684426172;n. def.
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;29,5087766590048;n. def.
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;33,3086237329562;n. def.
;C11;SYBR;;Neg Ctrl;;n. def.;n. def.
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;30,6363224876025;n. def.
;D02;SYBR;IL-10;Unkn;MouseCaecum2;n. def.;n. def.
;D03;SYBR;IL-12;Unkn;MouseCaecum2;n. def.;n. def.
;D04;SYBR;IL-6;Unkn;MouseCaecum2;33,5422880435394;n. def.
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;33,9175926302552;n. def.
;D06;SYBR;STAT6;Unkn;MouseCaecum2;30,6363675272996;n. def.
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;31,9922321211699;n. def.
;D08;SYBR;Ppia;Unkn;MouseCaecum2;23,2045111255277;n. def.
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;30,7901044591547;n. def.
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;n. def.;n. def.
;D11;SYBR;;Neg Ctrl;;n. def.;n. def.
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;24,1933117409702;n. def.
;E02;SYBR;IL-10;Unkn;MouseCaecum3;31,5899221312268;n. def.
;E03;SYBR;IL-12;Unkn;MouseCaecum3;34,6099408103387;n. def.
;E04;SYBR;IL-6;Unkn;MouseCaecum3;32,0710606209044;n. def.
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;24,0667429030004;n. def.
;E06;SYBR;STAT6;Unkn;MouseCaecum3;24,8145500644499;n. def.
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;23,2655488235565;n. def.
;E08;SYBR;Ppia;Unkn;MouseCaecum3;13,7599726436972;n. def.
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;22,1979845637578;n. def.
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;n. def.;n. def.
;E11;SYBR;;Neg Ctrl;;n. def.;n. def.
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;24,0797449803932;n. def.
;F02;SYBR;IL-10;Unkn;MouseCaecum3;31,2371374772379;n. def.
;F03;SYBR;IL-12;Unkn;MouseCaecum3;34,852214256926;n. def.
;F04;SYBR;IL-6;Unkn;MouseCaecum3;31,7450065139603;n. def.
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;37,8508863091456;n. def.
;F06;SYBR;STAT6;Unkn;MouseCaecum3;24,7618786431659;n. def.
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;23,5619922150366;n. def.
;F08;SYBR;Ppia;Unkn;MouseCaecum3;13,8266151233194;n. def.
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;17,5652191824621;n. def.
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;31,9858951865549;n. def.
;F11;SYBR;;Neg Ctrl;;n. def.;n. def.
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;25,7364568689725;n. def.
;G02;SYBR;IL-10;Unkn;MouseCaecum4;32,813442180503;n. def.
;G03;SYBR;IL-12;Unkn;MouseCaecum4;n. def.;n. def.
;G04;SYBR;IL-6;Unkn;MouseCaecum4;27,5763642646681;n. def.
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;28,8401821916291;n. def.
;G06;SYBR;STAT6;Unkn;MouseCaecum4;23,1226191674527;n. def.
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;22,8217586925604;n. def.
;G08;SYBR;Ppia;Unkn;MouseCaecum4;14,4780651990858;n. def.
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;20,8746975064588;n. def.
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;n. def.;n. def.
;G11;SYBR;;Neg Ctrl;;n. def.;n. def.
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;28,1060300966103;n. def.
;H02;SYBR;IL-10;Unkn;MouseCaecum4;34,174135760651;n. def.
;H03;SYBR;IL-12;Unkn;MouseCaecum4;34,7620578938154;n. def.
;H04;SYBR;IL-6;Unkn;MouseCaecum4;25,5177986585089;n. def.
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;29,9606370434557;n. def.
;H06;SYBR;STAT6;Unkn;MouseCaecum4;25,1850510011746;n. def.
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;24,3280103777027;n. def.
;H08;SYBR;Ppia;Unkn;MouseCaecum4;14,6163297092229;n. def.
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;23,3508185606132;n. def.
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;n. def.;n. def.
;H11;SYBR;;Neg Ctrl;;n. def.;n. def.
