"Pos","Name","No. Tm SYBR","Tm x (°C) SYBR","Tm y (°C) SYBR","Mean SYBR","Dev. SYBR"
"A11","IRG6A",2,68.9,71.3,"",""
"B11","CXCR3",3,"","","",""
"C11","IL-12rb1",1,83.6,"","",""
"D11","B-actin",1,79.2,"","",""
"E11","GAPDH",1,70.1,"","",""
"A1","LM_0344",0,"","","",""
"A2","LM_0344",0,"","","",""
"B1","LM_0344",1,83.4,"",83.4,0.00
"B2","LM_0344",0,"","",83.4,""
"C1","LM_0345",1,84.4,"",83.9,0.800
"C2","LM_0345",1,83.4,"",83.9,0.800
"D1","LM_0345",1,84.7,"",84.6,0.200
"D2","LM_0345",1,84.4,"",84.6,0.200
"E1","LM_0346",0,"","",84.7,""
"E2","LM_0346",1,84.7,"",84.7,0.00
"F1","LM_0346",0,"","","",""
"F2","LM_0346",0,"","","",""
"G1","LM_0347",0,"","","",""
"G2","LM_0347",0,"","","",""
"H1","LM_0347",0,"","","",""
"H2","LM_0347",0,"","","",""
"A3","LM_0344",0,"","","",""
"A4","LM_0344",0,"","","",""
"B3","LM_0344",0,"","","",""
"B4","LM_0344",0,"","","",""
"C3","LM_0345",2,80.4,82.3,80.8,"<undefined>"
"C4","LM_0345",1,80.8,"",80.8,0.00
"D3","LM_0345",2,80.9,83.1,"","<undefined>"
"D4","LM_0345",2,81.2,83.3,"","<undefined>"
"E3","LM_0346",2,81.0,83.7,83.9,"<undefined>"
"E4","LM_0346",1,83.9,"",83.9,0.00
"F3","LM_0346",0,"","","",""
"F4","LM_0346",0,"","","",""
"G3","LM_0347",0,"","","",""
"G4","LM_0347",0,"","","",""
"H3","LM_0347",0,"","","",""
"H4","LM_0347",0,"","","",""
"A5","LM_0344",0,"","","",""
"A6","LM_0344",0,"","","",""
"B5","LM_0344",0,"","","",""
"B6","LM_0344",0,"","","",""
"C5","LM_0345",1,85.2,"",85.5,0.300
"C6","LM_0345",1,85.7,"",85.5,0.300
"D5","LM_0345",1,86.1,"",86.1,0.100
"D6","LM_0345",1,86.2,"",86.1,0.100
"E5","LM_0346",0,"","",86.1,""
"E6","LM_0346",1,86.1,"",86.1,0.00
"F5","LM_0346",0,"","","",""
"F6","LM_0346",0,"","","",""
"G5","LM_0347",0,"","","",""
"G6","LM_0347",0,"","","",""
"H5","LM_0347",0,"","","",""
"H6","LM_0347",0,"","","",""
"A7","LM_0344",0,"","","",""
"A8","LM_0344",0,"","","",""
"B7","LM_0344",0,"","","",""
"B8","LM_0344",0,"","","",""
"C7","LM_0345",0,"","","",""
"C8","LM_0345",0,"","","",""
"D7","LM_0345",1,79.7,"",79.6,0.200
"D8","LM_0345",1,79.5,"",79.6,0.200
"E7","LM_0346",1,80.7,"",80.6,0.100
"E8","LM_0346",1,80.5,"",80.6,0.100
"F7","LM_0346",0,"","","",""
"F8","LM_0346",0,"","","",""
"G7","LM_0347",0,"","","",""
"G8","LM_0347",0,"","","",""
"H7","LM_0347",0,"","","",""
"H8","LM_0347",0,"","","",""
"A9","LM_0344",0,"","","",""
"A10","LM_0344",0,"","","",""
"B9","LM_0344",0,"","","",""
"B10","LM_0344",0,"","","",""
"C9","LM_0345",1,77.7,"",78.1,0.600
"C10","LM_0345",1,78.6,"",78.1,0.600
"D9","LM_0345",1,78.9,"",78.9,0.100
"D10","LM_0345",1,79.0,"",78.9,0.100
"E9","LM_0346",1,80.8,"",80.8,0.00
"E10","LM_0346",0,"","",80.8,""
"F9","LM_0346",0,"","","",""
"F10","LM_0346",0,"","","",""
"G9","LM_0347",0,"","","",""
"G10","LM_0347",0,"","","",""
"H9","LM_0347",0,"","","",""
"H10","LM_0347",0,"","","",""

"Main Assay","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay CXCR3","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay IRG6","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay IL-12","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay GAPDH","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay B-actin","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
