"Pos","Name","No. Tm SYBR","Tm x (°C) SYBR","Tm y (°C) SYBR","Mean SYBR","Dev. SYBR"
"A11","IRG6A",0,"","","",""
"B11","CXCR3",0,"","","",""
"C11","IL-12rb1",0,"","","",""
"D11","B-actin",1,78.7,"","",""
"E11","GAPDH",0,"","","",""
"A1","LM_0336",1,82.8,"",82.2,0.800
"A2","LM_0336",1,81.6,"",82.2,0.800
"B1","LM_0336",1,84.5,"",84.2,0.300
"B2","LM_0336",1,84.0,"",84.2,0.300
"C1","LM_0337",1,84.5,"",84.5,0.00
"C2","LM_0337",1,84.5,"",84.5,0.00
"D1","LM_0337",1,84.7,"",84.6,0.100
"D2","LM_0337",1,84.6,"",84.6,0.100
"E1","LM_0338",1,84.5,"",84.5,0.00
"E2","LM_0338",1,84.5,"",84.5,0.00
"F1","LM_0338",1,84.7,"",84.7,0.00
"F2","LM_0338",1,84.6,"",84.7,0.00
"G1","LM_0339",1,84.8,"",84.8,0.00
"G2","LM_0339",1,84.8,"",84.8,0.00
"H1","LM_0339",1,84.9,"",84.9,0.00
"H2","LM_0339",1,84.9,"",84.9,0.00
"A3","LM_0336",0,"","","",""
"A4","LM_0336",0,"","","",""
"B3","LM_0336",2,80.2,82.2,79.5,"<undefined>"
"B4","LM_0336",1,79.5,"",79.5,0.00
"C3","LM_0337",2,80.7,83.1,"","<undefined>"
"C4","LM_0337",2,80.6,82.8,"","<undefined>"
"D3","LM_0337",2,80.8,83.3,"","<undefined>"
"D4","LM_0337",2,81.1,83.4,"","<undefined>"
"E3","LM_0338",1,83.3,"",83.3,0.00
"E4","LM_0338",0,"","",83.3,""
"F3","LM_0338",1,83.6,"",83.6,0.00
"F4","LM_0338",0,"","",83.6,""
"G3","LM_0339",2,81.2,83.7,81.4,"<undefined>"
"G4","LM_0339",1,81.4,"",81.4,0.00
"H3","LM_0339",0,"","","",""
"H4","LM_0339",2,81.3,83.8,"","<undefined>"
"A5","LM_0336",0,"","",85.4,""
"A6","LM_0336",1,85.4,"",85.4,0.00
"B5","LM_0336",1,85.0,"",85.6,0.800
"B6","LM_0336",1,86.2,"",85.6,0.800
"C5","LM_0337",1,85.9,"",86.0,0.200
"C6","LM_0337",1,86.2,"",86.0,0.200
"D5","LM_0337",1,86.4,"",86.3,0.200
"D6","LM_0337",1,86.1,"",86.3,0.200
"E5","LM_0338",1,86.3,"",86.2,0.100
"E6","LM_0338",1,86.1,"",86.2,0.100
"F5","LM_0338",1,86.3,"",86.3,0.00
"F6","LM_0338",1,86.3,"",86.3,0.00
"G5","LM_0339",1,86.4,"",86.3,0.100
"G6","LM_0339",1,86.2,"",86.3,0.100
"H5","LM_0339",1,86.6,"",86.5,0.200
"H6","LM_0339",1,86.3,"",86.5,0.200
"A7","LM_0336",1,80.3,"",79.8,0.600
"A8","LM_0336",1,79.4,"",79.8,0.600
"B7","LM_0336",1,80.6,"",80.3,0.400
"B8","LM_0336",1,80.0,"",80.3,0.400
"C7","LM_0337",1,80.2,"",80.1,0.200
"C8","LM_0337",1,79.9,"",80.1,0.200
"D7","LM_0337",1,80.3,"",80.1,0.300
"D8","LM_0337",1,79.9,"",80.1,0.300
"E7","LM_0338",1,80.4,"",80.2,0.300
"E8","LM_0338",1,80.0,"",80.2,0.300
"F7","LM_0338",1,80.5,"",80.2,0.400
"F8","LM_0338",1,79.9,"",80.2,0.400
"G7","LM_0339",1,80.7,"",80.4,0.400
"G8","LM_0339",1,80.1,"",80.4,0.400
"H7","LM_0339",1,80.6,"",80.3,0.400
"H8","LM_0339",1,80.1,"",80.3,0.400
"A9","LM_0336",1,79.5,"",79.3,0.300
"A10","LM_0336",1,79.0,"",79.3,0.300
"B9","LM_0336",1,80.0,"",79.9,0.100
"B10","LM_0336",1,79.8,"",79.9,0.100
"C9","LM_0337",1,79.8,"",79.8,0.00
"C10","LM_0337",1,79.8,"",79.8,0.00
"D9","LM_0337",1,79.8,"",79.7,0.200
"D10","LM_0337",1,79.6,"",79.7,0.200
"E9","LM_0338",1,79.8,"",79.7,0.100
"E10","LM_0338",1,79.7,"",79.7,0.100
"F9","LM_0338",1,79.8,"",79.8,0.00
"F10","LM_0338",1,79.8,"",79.8,0.00
"G9","LM_0339",1,79.9,"",79.9,0.00
"G10","LM_0339",1,79.9,"",79.9,0.00
"H9","LM_0339",1,80.0,"",80.0,0.100
"H10","LM_0339",1,79.9,"",80.0,0.100

"Main Assay","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay CXCR3","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay IRG6","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay IL-12","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay GAPDH","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay B-actin","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
