"Pos","Name","No. Tm SYBR","Tm x (°C) SYBR","Tm y (°C) SYBR","Mean SYBR","Dev. SYBR"
"A11","IRG6A",0,"","","",""
"B11","CXCR3",0,"","","",""
"C11","IL-12rb1",0,"","","",""
"D11","B-actin",0,"","","",""
"E11","GAPDH",1,78.7,"","",""
"A1","LM_0344",1,85.1,"",84.9,0.200
"A2","LM_0344",1,84.7,"",84.9,0.200
"B1","LM_0344",1,84.8,"",84.7,0.200
"B2","LM_0344",1,84.6,"",84.7,0.200
"C1","LM_0345",1,84.6,"",84.5,0.100
"C2","LM_0345",1,84.4,"",84.5,0.100
"D1","LM_0345",1,84.5,"",84.4,0.100
"D2","LM_0345",1,84.3,"",84.4,0.100
"E1","LM_0346",1,84.4,"",84.3,0.100
"E2","LM_0346",1,84.2,"",84.3,0.100
"F1","LM_0346",1,84.4,"",84.4,0.100
"F2","LM_0346",1,84.3,"",84.4,0.100
"G1","LM_0347",1,84.6,"",84.5,0.100
"G2","LM_0347",1,84.4,"",84.5,0.100
"H1","LM_0347",1,84.7,"",84.7,0.100
"H2","LM_0347",1,84.7,"",84.7,0.100
"A3","LM_0344",2,80.9,83.2,"","<undefined>"
"A4","LM_0344",2,80.9,83.2,"","<undefined>"
"B3","LM_0344",2,80.8,83.1,"","<undefined>"
"B4","LM_0344",2,80.8,83.1,"","<undefined>"
"C3","LM_0345",2,80.9,82.9,"","<undefined>"
"C4","LM_0345",2,80.7,82.9,"","<undefined>"
"D3","LM_0345",2,80.8,82.9,"","<undefined>"
"D4","LM_0345",2,80.8,82.8,"","<undefined>"
"E3","LM_0346",2,80.5,82.9,"","<undefined>"
"E4","LM_0346",2,80.6,82.9,"","<undefined>"
"F3","LM_0346",2,80.6,82.9,"","<undefined>"
"F4","LM_0346",2,80.6,82.9,"","<undefined>"
"G3","LM_0347",2,80.8,83.1,"","<undefined>"
"G4","LM_0347",2,80.8,83.0,"","<undefined>"
"H3","LM_0347",2,80.9,83.2,"","<undefined>"
"H4","LM_0347",2,81.0,83.1,"","<undefined>"
"A5","LM_0344",1,86.2,"",86.0,0.200
"A6","LM_0344",1,85.9,"",86.0,0.200
"B5","LM_0344",1,86.1,"",86.0,0.100
"B6","LM_0344",1,85.9,"",86.0,0.100
"C5","LM_0345",1,85.9,"",85.9,0.100
"C6","LM_0345",1,85.8,"",85.9,0.100
"D5","LM_0345",1,85.8,"",85.8,0.100
"D6","LM_0345",1,85.7,"",85.8,0.100
"E5","LM_0346",1,85.8,"",85.8,0.100
"E6","LM_0346",1,85.7,"",85.8,0.100
"F5","LM_0346",1,85.8,"",85.8,0.00
"F6","LM_0346",1,85.9,"",85.8,0.00
"G5","LM_0347",1,86.1,"",86.0,0.100
"G6","LM_0347",1,85.9,"",86.0,0.100
"H5","LM_0347",1,86.2,"",86.1,0.00
"H6","LM_0347",1,86.1,"",86.1,0.00
"A7","LM_0344",1,79.6,"",79.8,0.300
"A8","LM_0344",1,80.0,"",79.8,0.300
"B7","LM_0344",1,79.9,"",80.0,0.200
"B8","LM_0344",1,80.2,"",80.0,0.200
"C7","LM_0345",1,79.8,"",79.6,0.300
"C8","LM_0345",1,79.3,"",79.6,0.300
"D7","LM_0345",1,79.7,"",79.8,0.100
"D8","LM_0345",1,79.9,"",79.8,0.100
"E7","LM_0346",1,79.7,"",79.8,0.100
"E8","LM_0346",1,79.8,"",79.8,0.100
"F7","LM_0346",1,79.7,"",79.8,0.100
"F8","LM_0346",1,79.9,"",79.8,0.100
"G7","LM_0347",1,79.9,"",79.5,0.500
"G8","LM_0347",1,79.2,"",79.5,0.500
"H7","LM_0347",1,80.0,"",80.1,0.200
"H8","LM_0347",1,80.2,"",80.1,0.200
"A9","LM_0344",1,80.1,"",80.0,0.00
"A10","LM_0344",1,80.0,"",80.0,0.00
"B9","LM_0344",1,80.1,"",80.0,0.100
"B10","LM_0344",1,80.0,"",80.0,0.100
"C9","LM_0345",1,80.0,"",79.8,0.200
"C10","LM_0345",1,79.7,"",79.8,0.200
"D9","LM_0345",1,79.9,"",79.8,0.200
"D10","LM_0345",1,79.7,"",79.8,0.200
"E9","LM_0346",1,79.9,"",79.8,0.100
"E10","LM_0346",1,79.7,"",79.8,0.100
"F9","LM_0346",1,79.9,"",79.9,0.00
"F10","LM_0346",1,79.8,"",79.9,0.00
"G9","LM_0347",1,79.8,"",79.8,0.100
"G10","LM_0347",1,79.7,"",79.8,0.100
"H9","LM_0347",1,80.1,"",80.1,0.100
"H10","LM_0347",1,80.0,"",80.1,0.100

"Main Assay","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay CXCR3","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay IRG6","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay IL-12","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay GAPDH","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
"Subassay B-actin","Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
