;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;CXCL9;Unkn;LM36;;27,7096273342634;27,7096273342634;0;n. def.;n. def.;n. def.;0;60;
;A02;SYBR;IL-10;Unkn;LM36;;36,5497037363443;36,5497037363443;0;n. def.;n. def.;n. def.;0;60;
;A03;SYBR;IL-12;Unkn;LM36;;27,3721714674425;27,3721714674425;0;n. def.;n. def.;n. def.;0;60;
;A04;SYBR;IL-6;Unkn;LM36;;24,6534975270061;24,6534975270061;0;n. def.;n. def.;n. def.;0;60;
;A05;SYBR;IFN-y;Unkn;LM36;;24,701437915511;24,701437915511;0;n. def.;n. def.;n. def.;0;60;
;A06;SYBR;STAT6;Unkn;LM36;;25,4540666755893;25,4540666755893;0;n. def.;n. def.;n. def.;0;60;
;A07;SYBR;TGF-b;Unkn;LM36;;27,0701113957339;27,0701113957339;0;n. def.;n. def.;n. def.;0;60;
;A08;SYBR;Ppia;Pos Ctrl;LM36;;19,2713655989695;19,2713655989695;0;n. def.;n. def.;n. def.;0;60;
;A09;SYBR;Ppip;Pos Ctrl;LM36;;21,5398390335652;21,5398390335652;0;n. def.;n. def.;n. def.;0;60;
;A10;SYBR;CDC42;Pos Ctrl;LM36;;n. def.;0;0;n. def.;n. def.;0;0;60;
;A11;SYBR;;Neg Ctrl;;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B01;SYBR;CXCL9;Unkn;LM36;;27,6546829516916;27,6546829516916;0;n. def.;n. def.;n. def.;0;60;
;B02;SYBR;IL-10;Unkn;LM36;;39,5550105086702;39,5550105086702;0;n. def.;n. def.;n. def.;0;60;
;B03;SYBR;IL-12;Unkn;LM36;;30,1768215463992;30,1768215463992;0;n. def.;n. def.;n. def.;0;60;
;B04;SYBR;IL-6;Unkn;LM36;;25,2790670793593;25,2790670793593;0;n. def.;n. def.;n. def.;0;60;
;B05;SYBR;IFN-y;Unkn;LM36;;24,6222077759126;24,6222077759126;0;n. def.;n. def.;n. def.;0;60;
;B06;SYBR;STAT6;Unkn;LM36;;25,2653096315321;25,2653096315321;0;n. def.;n. def.;n. def.;0;60;
;B07;SYBR;TGF-b;Unkn;LM36;;26,0740006851677;26,0740006851677;0;n. def.;n. def.;n. def.;0;60;
;B08;SYBR;Ppia;Pos Ctrl;LM36;;19,092469100757;19,092469100757;0;n. def.;n. def.;n. def.;0;60;
;B09;SYBR;Ppip;Pos Ctrl;LM36;;21,0882517960789;21,0882517960789;0;n. def.;n. def.;n. def.;0;60;
;B10;SYBR;CDC42;Pos Ctrl;LM36;;24,2489388566243;24,2489388566243;0;n. def.;n. def.;n. def.;0;60;
;B11;SYBR;;Neg Ctrl;;;n. def.;0;0;n. def.;n. def.;0;0;60;
;C01;SYBR;CXCL9;Unkn;LM37;;30,1959665589666;30,1959665589666;0;n. def.;n. def.;n. def.;0;60;
;C02;SYBR;IL-10;Unkn;LM37;;n. def.;0;0;n. def.;n. def.;0;0;60;
;C03;SYBR;IL-12;Unkn;LM37;;37,4019366209904;37,4019366209904;0;n. def.;n. def.;n. def.;0;60;
;C04;SYBR;IL-6;Unkn;LM37;;30,7088093090106;30,7088093090106;0;n. def.;n. def.;n. def.;0;60;
;C05;SYBR;IFN-y;Unkn;LM37;;33,9308616121901;33,9308616121901;0;n. def.;n. def.;n. def.;0;60;
;C06;SYBR;STAT6;Unkn;LM37;;33,9208142045984;33,9208142045984;0;n. def.;n. def.;n. def.;0;60;
;C07;SYBR;TGF-b;Unkn;LM37;;n. def.;0;0;n. def.;n. def.;0;0;60;
;C08;SYBR;Ppia;Pos Ctrl;LM37;;23,4559959321672;23,4559959321672;0;n. def.;n. def.;n. def.;0;60;
;C09;SYBR;Ppip;Pos Ctrl;LM37;;24,2526272721327;24,2526272721327;0;n. def.;n. def.;n. def.;0;60;
;C10;SYBR;CDC42;Pos Ctrl;LM37;;28,2695695090987;28,2695695090987;0;n. def.;n. def.;n. def.;0;60;
;C11;SYBR;;Neg Ctrl;;;n. def.;0;0;n. def.;n. def.;0;0;60;
;D01;SYBR;CXCL9;Unkn;LM37;;30,4160327958596;30,4160327958596;0;n. def.;n. def.;n. def.;0;60;
;D02;SYBR;IL-10;Unkn;LM37;;34,215449774151;34,215449774151;0;n. def.;n. def.;n. def.;0;60;
;D03;SYBR;IL-12;Unkn;LM37;;35,2111942639801;35,2111942639801;0;n. def.;n. def.;n. def.;0;60;
;D04;SYBR;IL-6;Unkn;LM37;;30,1777595725222;30,1777595725222;0;n. def.;n. def.;n. def.;0;60;
;D05;SYBR;IFN-y;Unkn;LM37;;31,7278190449634;31,7278190449634;0;n. def.;n. def.;n. def.;0;60;
;D06;SYBR;STAT6;Unkn;LM37;;32,5144052575927;32,5144052575927;0;n. def.;n. def.;n. def.;0;60;
;D07;SYBR;TGF-b;Unkn;LM37;;31,6811371429379;31,6811371429379;0;n. def.;n. def.;n. def.;0;60;
;D08;SYBR;Ppia;Pos Ctrl;LM37;;23,2432523445428;23,2432523445428;0;n. def.;n. def.;n. def.;0;60;
;D09;SYBR;Ppip;Pos Ctrl;LM37;;24,2232360354738;24,2232360354738;0;n. def.;n. def.;n. def.;0;60;
;D10;SYBR;CDC42;Pos Ctrl;LM37;;28,8423138452896;28,8423138452896;0;n. def.;n. def.;n. def.;0;60;
;D11;SYBR;;Neg Ctrl;;;n. def.;0;0;n. def.;n. def.;0;0;60;
;E01;SYBR;CXCL9;Unkn;LM38;;35,7814981977346;35,7814981977346;0;n. def.;n. def.;n. def.;0;60;
;E02;SYBR;IL-10;Unkn;LM38;;34,2318603837418;34,2318603837418;0;n. def.;n. def.;n. def.;0;60;
;E03;SYBR;IL-12;Unkn;LM38;;29,1221561169631;29,1221561169631;0;n. def.;n. def.;n. def.;0;60;
;E04;SYBR;IL-6;Unkn;LM38;;26,1049089812031;26,1049089812031;0;n. def.;n. def.;n. def.;0;60;
;E05;SYBR;IFN-y;Unkn;LM38;;25,0432485785076;25,0432485785076;0;n. def.;n. def.;n. def.;0;60;
;E06;SYBR;STAT6;Unkn;LM38;;24,9743016391024;24,9743016391024;0;n. def.;n. def.;n. def.;0;60;
