;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;A01;SYBR;CXCL9;Unkn;LM36;76;277,790072913708;71;84,5;
;A02;SYBR;IL-10;Unkn;LM36;None;None;None;None;
;A03;SYBR;IL-12;Unkn;LM36;84;338,927401915321;67,5;87,5;
;A04;SYBR;IL-6;Unkn;LM36;76;332,688109545235;67,5;81;
;A05;SYBR;IFN-y;Unkn;LM36;81;208,94548062931;67,5;89;
;A06;SYBR;STAT6;Unkn;LM36;82;259,748870163034;74,5;86,5;
;A07;SYBR;TGF-b;Unkn;LM36;82,5;314,90041011248;76;90;
;A08;SYBR;Ppia;Pos Ctrl;LM36;82;297,132644689635;67,5;87;
;A09;SYBR;Ppip;Pos Ctrl;LM36;82;233,866368464338;76;89,5;
;A10;SYBR;CDC42;Pos Ctrl;LM36;None;None;None;None;
;A11;SYBR;;Neg Ctrl;;None;None;None;None;
;B01;SYBR;CXCL9;Unkn;LM36;76;309,860883741624;71;81,5;
;B02;SYBR;IL-10;Unkn;LM36;None;None;None;None;
;B03;SYBR;IL-12;Unkn;LM36;80;252,030760420196;67,5;87;
;B04;SYBR;IL-6;Unkn;LM36;76;370,386128369922;67,5;83;
;B05;SYBR;IFN-y;Unkn;LM36;81,5;210,275612667115;67,5;94,5;
;B06;SYBR;STAT6;Unkn;LM36;82;266,571094907104;75;87,5;
;B07;SYBR;TGF-b;Unkn;LM36;82,5;322,973612483364;75,5;90;
;B08;SYBR;Ppia;Pos Ctrl;LM36;82;302,650698674577;74,5;88;
;B09;SYBR;Ppip;Pos Ctrl;LM36;82;245,778208245506;76;88,5;
;B10;SYBR;CDC42;Pos Ctrl;LM36;79;281,701093243075;74,5;83,5;
;B11;SYBR;;Neg Ctrl;;None;None;None;None;
;C01;SYBR;CXCL9;Unkn;LM37;76;278,061407408731;67,5;82,5;
;C02;SYBR;IL-10;Unkn;LM37;None;None;None;None;
;C03;SYBR;IL-12;Unkn;LM37;None;None;None;None;
;C04;SYBR;IL-6;Unkn;LM37;75,5;360,449566103289;71;81;
;C05;SYBR;IFN-y;Unkn;LM37;80,5;224,564033315384;73;88;
;C06;SYBR;STAT6;Unkn;LM37;None;None;None;None;
;C07;SYBR;TGF-b;Unkn;LM37;None;None;None;None;
;C08;SYBR;Ppia;Pos Ctrl;LM37;82;286,272808070418;76,5;87,5;
;C09;SYBR;Ppip;Pos Ctrl;LM37;82;309,358400904483;74;88;
;C10;SYBR;CDC42;Pos Ctrl;LM37;79;346,436696668678;74,5;88;
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
;D01;SYBR;CXCL9;Unkn;LM37;77,5;304,649920455264;72;87;
;D02;SYBR;IL-10;Unkn;LM37;79,5;343,834844740802;74,5;92,5;
;D03;SYBR;IL-12;Unkn;LM37;None;None;None;None;
;D04;SYBR;IL-6;Unkn;LM37;76;317,508780858203;67,5;86;
;D05;SYBR;IFN-y;Unkn;LM37;80;249,823216390592;74;91;
;D06;SYBR;STAT6;Unkn;LM37;81,5;208,612159480284;75,5;88;
;D07;SYBR;TGF-b;Unkn;LM37;82,5;322,648214111666;77,5;89;
;D08;SYBR;Ppia;Pos Ctrl;LM37;82;307,58262328618;73;89,5;
;D09;SYBR;Ppip;Pos Ctrl;LM37;82;332,625012930988;74,5;90;
;D10;SYBR;CDC42;Pos Ctrl;LM37;79;264,927418238362;75;86,5;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;LM38;79,5;203,151570366568;72;91,5;
;E02;SYBR;IL-10;Unkn;LM38;79;223,985250140155;67,5;89,5;
;E03;SYBR;IL-12;Unkn;LM38;80;205,831928786678;72,5;81;
;E03;SYBR;IL-12;Unkn;LM38;83,5;276,27526997809;81;87;
;E04;SYBR;IL-6;Unkn;LM38;75,5;366,769391227137;67,5;93;
;E05;SYBR;IFN-y;Unkn;LM38;82;249,627394896906;67,5;90,5;
;E06;SYBR;STAT6;Unkn;LM38;82;300,649372781126;75,5;87;
;E07;SYBR;TGF-b;Unkn;LM38;82;308,069393070884;67,5;91,5;
;E08;SYBR;Ppia;Pos Ctrl;LM38;81,5;325,971999105483;73;87,5;
;E09;SYBR;Ppip;Pos Ctrl;LM38;None;None;None;None;
;E10;SYBR;CDC42;Pos Ctrl;LM38;79;324,333865449687;73,5;85;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;LM38;79;419,759471423182;67,5;84,5;
;F02;SYBR;IL-10;Unkn;LM38;79,5;253,110202203755;67,5;90,5;
;F03;SYBR;IL-12;Unkn;LM38;84;341,585884481696;67,5;87,5;
;F04;SYBR;IL-6;Unkn;LM38;75,5;378,833514307357;71;84,5;
;F05;SYBR;IFN-y;Unkn;LM38;81;246,901965185603;67,5;88;
;F06;SYBR;STAT6;Unkn;LM38;81,5;329,970380792122;75;91,5;
;F07;SYBR;TGF-b;Unkn;LM38;81,5;334,897097594865;76;94;
