;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;None;None;None;None;
;A02;SYBR;IL-10;Unkn;MouseCaecum1;79;382,480425097311;74,5;86;
;A03;SYBR;IL-12;Unkn;MouseCaecum1;None;None;None;None;
;A04;SYBR;IL-6;Unkn;MouseCaecum1;77;250,938074770883;68,5;88,5;
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;79,5;289,014668591809;68,5;89,5;
;A06;SYBR;STAT6;Unkn;MouseCaecum1;None;None;None;None;
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;82,5;375,696025637438;67,5;87,5;
;A08;SYBR;Ppia;Unkn;MouseCaecum1;81;540,780128831883;67,5;89;
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82;286,172612621716;75;86;
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;None;None;None;None;
;A11;SYBR;;Neg Ctrl;;None;None;None;None;
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;78,5;392,084797304278;67,5;84,5;
;B02;SYBR;IL-10;Unkn;MouseCaecum1;79;339,12029045841;67,5;82,5;
;B03;SYBR;IL-12;Unkn;MouseCaecum1;None;None;None;None;
;B04;SYBR;IL-6;Unkn;MouseCaecum1;76,5;312,470363546997;67,5;83;
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;79,5;213,869592033581;68;88,5;
;B06;SYBR;STAT6;Unkn;MouseCaecum1;None;None;None;None;
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;82,5;419,41861676209;75,5;87;
;B08;SYBR;Ppia;Unkn;MouseCaecum1;81,5;594,793154773632;74,5;89;
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;82,5;289,917809302866;77;87,5;
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;None;None;None;None;
;B11;SYBR;;Neg Ctrl;;None;None;None;None;
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;78,5;479,118317124796;67,5;87,5;
;C02;SYBR;IL-10;Unkn;MouseCaecum2;79;426,185081500476;67,5;82;
;C03;SYBR;IL-12;Unkn;MouseCaecum2;78,5;372,913306917431;67,5;83;
;C04;SYBR;IL-6;Unkn;MouseCaecum2;76;362,696507360019;67,5;82,5;
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;79;504,711593942249;67,5;91;
;C06;SYBR;STAT6;Unkn;MouseCaecum2;82;208,956588062527;69;88;
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;414,601072765354;69;87,5;
;C08;SYBR;Ppia;Unkn;MouseCaecum2;81;604,704946487694;68,5;86,5;
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;324,538950233901;67,5;89,5;
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;None;None;None;None;
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
