;Well;Fluor;Target;Content;Sample;Cq;SQ
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;39,638088592039;n. def.
;A02;SYBR;IL-10;Unkn;MouseCaecum1;32,0449601365645;n. def.
;A03;SYBR;IL-12;Unkn;MouseCaecum1;n. def.;n. def.
;A04;SYBR;IL-6;Unkn;MouseCaecum1;29,2229004178753;n. def.
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;31,2879991649519;n. def.
;A06;SYBR;STAT6;Unkn;MouseCaecum1;30,789347148977;n. def.
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;26,6992352509581;n. def.
;A08;SYBR;Ppia;Unkn;MouseCaecum1;18,6903965867831;n. def.
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;18,6284080447218;n. def.
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;n. def.;n. def.
;A11;SYBR;;Neg Ctrl;;30,6578906099756;n. def.
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;28,7356370528047;n. def.
;B02;SYBR;IL-10;Unkn;MouseCaecum1;32,6574575041493;n. def.
;B03;SYBR;IL-12;Unkn;MouseCaecum1;35,8247064959458;n. def.
;B04;SYBR;IL-6;Unkn;MouseCaecum1;30,4314900085402;n. def.
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;29,180674521887;n. def.
;B06;SYBR;STAT6;Unkn;MouseCaecum1;28,5814660922123;n. def.
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;26,2773154711283;n. def.
;B08;SYBR;Ppia;Unkn;MouseCaecum1;17,7200138762029;n. def.
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;18,0917955809925;n. def.
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;30,3296215652265;n. def.
;B11;SYBR;;Neg Ctrl;;n. def.;n. def.
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;22,3178141188588;n. def.
;C02;SYBR;IL-10;Unkn;MouseCaecum2;29,1530841271136;n. def.
;C03;SYBR;IL-12;Unkn;MouseCaecum2;31,3921088615137;n. def.
;C04;SYBR;IL-6;Unkn;MouseCaecum2;26,3783652832763;n. def.
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;22,8133779713694;n. def.
;C06;SYBR;STAT6;Unkn;MouseCaecum2;26,3599332176447;n. def.
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;24,285585394307;n. def.
;C08;SYBR;Ppia;Unkn;MouseCaecum2;17,2379597012313;n. def.
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;17,2373080769556;n. def.
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;25,7529689966493;n. def.
;C11;SYBR;;Neg Ctrl;;n. def.;n. def.
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;22,4887334841546;n. def.
;D02;SYBR;IL-10;Unkn;MouseCaecum2;28,6249867923679;n. def.
;D03;SYBR;IL-12;Unkn;MouseCaecum2;31,2353784334993;n. def.
;D04;SYBR;IL-6;Unkn;MouseCaecum2;26,2103715443933;n. def.
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;22,309763273711;n. def.
;D06;SYBR;STAT6;Unkn;MouseCaecum2;27,271645135221;n. def.
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;24,1582011600889;n. def.
;D08;SYBR;Ppia;Unkn;MouseCaecum2;17,5972483798081;n. def.
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;17,3745549567703;n. def.
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;25,4354429210975;n. def.
;D11;SYBR;;Neg Ctrl;;n. def.;n. def.
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;30,7301424708904;n. def.
;E02;SYBR;IL-10;Unkn;MouseCaecum3;34,6438825007005;n. def.
;E03;SYBR;IL-12;Unkn;MouseCaecum3;34,361845548117;n. def.
;E04;SYBR;IL-6;Unkn;MouseCaecum3;24,3536426457784;n. def.
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;24,4170681674008;n. def.
;E06;SYBR;STAT6;Unkn;MouseCaecum3;23,3975142541068;n. def.
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;25,6471786852117;n. def.
;E08;SYBR;Ppia;Unkn;MouseCaecum3;21,4095144536784;n. def.
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;21,061929798266;n. def.
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;22,673025590806;n. def.
;E11;SYBR;;Neg Ctrl;;n. def.;n. def.
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;30,263460698369;n. def.
;F02;SYBR;IL-10;Unkn;MouseCaecum3;37,393094678922;n. def.
;F03;SYBR;IL-12;Unkn;MouseCaecum3;33,8240121451138;n. def.
;F04;SYBR;IL-6;Unkn;MouseCaecum3;24,8105706523106;n. def.
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;24,3907151770579;n. def.
;F06;SYBR;STAT6;Unkn;MouseCaecum3;24,2296102067451;n. def.
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;26,1516907855554;n. def.
;F08;SYBR;Ppia;Unkn;MouseCaecum3;21,8969852518236;n. def.
