"Pos","Name","No. Tm SYBR","Tm x (°C) SYBR","Tm y (°C) SYBR","Mean SYBR","Dev. SYBR"
"A1","LM_0334",1,75.0,"",75.1,0.300
"A2","LM_0334",1,74.9,"",75.1,0.300
"A3","LM_0334",1,75.4,"",75.1,0.300
"A4","LM_0334",1,79.8,"",79.7,0.200
"A5","LM_0334",1,79.9,"",79.7,0.200
"A6","LM_0334",1,79.4,"",79.7,0.200
"A7","LM_0335",1,75.1,"",74.8,0.200
"A8","LM_0335",1,74.8,"",74.8,0.200
"A9","LM_0335",1,74.6,"",74.8,0.200
"A10","LM_0335",1,79.6,"",79.7,0.100
"A11","LM_0335",1,79.7,"",79.7,0.100
"A12","LM_0335",1,79.8,"",79.7,0.100
"B1","LM_0336",1,75.5,"",75.4,0.100
"B2","LM_0336",1,75.4,"",75.4,0.100
"B3","LM_0336",1,75.5,"",75.4,0.100
"B4","LM_0336",1,79.5,"",79.7,0.100
"B5","LM_0336",1,79.7,"",79.7,0.100
"B6","LM_0336",1,79.8,"",79.7,0.100
"B7","LM_0337",1,75.0,"",74.8,0.200
"B8","LM_0337",1,74.6,"",74.8,0.200
"B9","LM_0337",1,74.9,"",74.8,0.200
"B10","LM_0337",1,79.4,"",79.5,0.100
"B11","LM_0337",1,79.5,"",79.5,0.100
"B12","LM_0337",1,79.6,"",79.5,0.100
"C1","LM_0338",1,74.3,"",74.2,0.100
"C2","LM_0338",1,74.2,"",74.2,0.100
"C3","LM_0338",1,74.1,"",74.2,0.100
"C4","LM_0338",1,79.4,"",79.4,0.00
"C5","LM_0338",1,79.4,"",79.4,0.00
"C6","LM_0338",1,79.4,"",79.4,0.00
"C7","LM_0339",1,74.8,"",74.7,0.100
"C8","LM_0339",1,74.7,"",74.7,0.100
"C9","LM_0339",1,74.6,"",74.7,0.100
"C10","LM_0339",1,79.1,"",79.2,0.100
"C11","LM_0339",1,79.3,"",79.2,0.100
"C12","LM_0339",1,79.3,"",79.2,0.100
"D1","LM_0340",1,74.5,"",74.3,0.200
"D2","LM_0340",1,74.2,"",74.3,0.200
"D3","LM_0340",0,"","",74.3,""
"D4","LM_0340",1,79.2,"",79.3,0.100
"D5","LM_0340",1,79.4,"",79.3,0.100
"D6","LM_0340",1,79.3,"",79.3,0.100
"D7","LM_0341",1,74.2,"",74.2,0.100
"D8","LM_0341",1,74.2,"",74.2,0.100
"D9","LM_0341",1,74.1,"",74.2,0.100
"D10","LM_0341",1,79.1,"",79.2,0.100
"D11","LM_0341",1,79.1,"",79.2,0.100
"D12","LM_0341",1,79.3,"",79.2,0.100
"E1","LM_0342",1,75.0,"",75.0,0.200
"E2","LM_0342",1,75.2,"",75.0,0.200
"E3","LM_0342",1,74.9,"",75.0,0.200
"E4","LM_0342",1,79.2,"",79.3,0.100
"E5","LM_0342",1,79.3,"",79.3,0.100
"E6","LM_0342",1,79.3,"",79.3,0.100
"E7","LM_0343",1,74.2,"",74.3,0.300
"E8","LM_0343",1,74.7,"",74.3,0.300
"E9","LM_0343",1,74.1,"",74.3,0.300
"E10","LM_0343",1,78.8,"",79.0,0.200
"E11","LM_0343",1,79.1,"",79.0,0.200
"E12","LM_0343",1,79.1,"",79.0,0.200
"F1","LM_0344",1,75.0,"",74.8,0.200
"F2","LM_0344",1,74.6,"",74.8,0.200
"F3","LM_0344",0,"","",74.8,""
"F4","LM_0344",1,79.4,"",79.4,0.00
"F5","LM_0344",1,79.4,"",79.4,0.00
"F6","LM_0344",1,79.4,"",79.4,0.00
"F7","LM_0345",1,75.0,"",74.9,0.100
"F8","LM_0345",1,74.9,"",74.9,0.100
"F9","LM_0345",1,74.8,"",74.9,0.100
"F10","LM_0345",1,78.9,"",79.0,0.100
"F11","LM_0345",1,79.0,"",79.0,0.100
"F12","LM_0345",1,79.1,"",79.0,0.100
"G1","LM_0346",1,74.7,"",74.4,0.300
"G2","LM_0346",0,"","",74.4,""
"G3","LM_0346",1,74.2,"",74.4,0.300
"G4","LM_0346",1,79.3,"",79.4,0.100
"G5","LM_0346",1,79.5,"",79.4,0.100
"G6","LM_0346",1,79.5,"",79.4,0.100
"G7","LM_0347",1,74.6,"",74.3,0.300
"G8","LM_0347",1,74.3,"",74.3,0.300
"G9","LM_0347",1,74.1,"",74.3,0.300
"G10","LM_0347",1,79.3,"",79.3,0.100
"G11","LM_0347",1,79.4,"",79.3,0.100
"G12","LM_0347",1,79.4,"",79.3,0.100
"H1","NTC",1,74.8,"",74.8,0.100
"H2","NTC",1,75.0,"",74.8,0.100
"H3","NTC",1,74.7,"",74.8,0.100
"H4","NTC",0,"","","",""
"H5","NTC",0,"","","",""
"H6","NTC",0,"","","",""
"H7","water",0,"","","",""
"H8","water",0,"","","",""
"H9","water",0,"","","",""
"H10","water",0,"","","",""
"H11","water",0,"","","",""
"H12","water",0,"","","",""

"Analysis Parameters"
"Type of Application","Melting Curve"
"Dye(s)","SYBR"
"Inverted Data","OFF"
